date,hour,farm_power_MW,price_EUR_MWh,store_decision
2024-04-13,15,58.63811029815673,-0.16,1
2024-04-13,16,52.448950263977046,39.91,0
2024-04-13,17,91.74003885269165,73.44,0
2024-04-13,18,139.9877117357254,65.78,0
2024-04-13,19,161.3368076620102,39.35,0
2024-04-13,20,162.5824554834366,21.11,1
2024-04-13,21,157.11058858966828,7.05,1
2024-04-13,22,148.62135844802856,0.43,1
2024-04-13,23,162.86224207019808,0.83,1
2024-04-14,0,165.7581565389633,0.93,1
2024-04-14,1,167.317057800293,1.13,1
2024-04-14,2,166.999349029541,2.34,1
2024-04-14,3,166.73519430541992,5.95,1
2024-04-14,4,166.33334085559846,12.86,1
2024-04-14,5,166.64633807373048,13.0,1
2024-04-14,6,165.76238653278352,7.41,1
2024-04-14,7,167.2422978515625,0.0,1
2024-04-14,8,167.1545030822754,-2.37,1
2024-04-14,9,167.3330513305664,-12.17,1
2024-04-14,10,166.1169757232666,-42.27,1
2024-04-14,11,168.21121652984618,-60.05,1
2024-04-14,12,168.26418517684937,-60.07,1
2024-04-14,13,168.29999999999998,-40.05,1
2024-04-14,14,168.23867000198365,-6.25,1
2024-04-14,15,167.77911611938475,1.57,1
2024-04-14,16,167.15848278808596,67.23,0
2024-04-14,17,161.24203114128113,87.8,0
2024-04-14,18,141.33542974090577,119.91,0
2024-04-14,19,115.70762565994262,112.61,0
2024-04-14,20,81.5925633430481,103.95,0
2024-04-14,21,61.52444641113281,87.24,0
2024-04-14,22,39.221149383544926,81.96,0
2024-04-14,23,35.938460709571835,81.26,0
2024-04-15,0,19.3638558883667,77.54,0
2024-04-15,1,11.827535865783691,78.18,0
2024-04-15,2,15.42878096294403,75.23,0
2024-04-15,3,34.21327939796448,86.74,0
2024-04-15,4,58.98999792480469,115.73,0
2024-04-15,5,74.53568464279175,169.15,0
2024-04-15,6,63.457577224731445,153.24,0
2024-04-15,7,56.958065505981445,91.56,0
2024-04-15,8,91.17144441604614,80.55,0
2024-04-15,9,91.81902597427369,63.15,0
2024-04-15,10,67.36081610870362,44.15,0
2024-04-15,11,88.3325626373291,31.74,0
2024-04-15,12,110.88888557052613,12.96,1
2024-04-15,13,88.12874765396118,7.8,1
2024-04-15,14,97.85141349792481,7.99,1
2024-04-15,15,90.8827746963501,46.3,0
2024-04-15,16,132.51620730972292,69.2,0
2024-04-15,17,162.6823724899292,78.92,0
2024-04-15,18,145.3378689107895,77.02,0
2024-04-15,19,97.03801540374756,66.31,0
2024-04-15,20,89.31157979965211,53.77,0
2024-04-15,21,115.91735397720336,34.17,0
2024-04-15,22,108.61126079177856,2.02,1
2024-04-15,23,138.08619162654878,0.04,1
2024-04-16,0,126.29491527557373,0.14,1
2024-04-16,1,102.88249159240722,0.73,1
2024-04-16,2,66.44805221557617,17.47,1
2024-04-16,3,45.50594813346863,36.22,0
2024-04-16,4,32.80776071834564,63.14,0
2024-04-16,5,13.660942714691162,74.26,0
2024-04-16,6,0.7694502968788146,74.26,0
2024-04-16,7,0.24884578943252564,64.81,0
2024-04-16,8,5.5927704963684075,51.03,0
2024-04-16,9,25.822074462890626,42.64,0
2024-04-16,10,13.706034828186034,40.0,0
2024-04-16,11,33.345656888008115,40.22,0
2024-04-16,12,38.96448608207702,42.08,0
2024-04-16,13,33.468719942092896,48.53,0
2024-04-16,14,23.902490427017213,62.84,0
2024-04-16,15,20.87437515449524,79.67,0
2024-04-16,16,43.95132472515106,92.92,0
2024-04-16,17,36.580687145233156,113.99,0
2024-04-16,18,42.9381443195343,124.52,0
2024-04-16,19,55.43267749786377,104.46,0
2024-04-16,20,42.00414782238007,90.1,0
2024-04-16,21,59.84288957977295,84.1,0
2024-04-16,22,60.89631825256348,83.84,0
2024-04-16,23,55.574402961730954,83.84,0
2024-04-17,0,40.68900451469421,81.35,0
2024-04-17,1,27.511992742538453,82.4,0
2024-04-17,2,21.085850526809693,82.96,0
2024-04-17,3,17.397148301124574,83.73,0
2024-04-17,4,16.78508322429657,109.39,0
2024-04-17,5,20.857339908599855,169.97,0
2024-04-17,6,17.569434096336366,155.17,0
2024-04-17,7,14.204405433654786,104.62,0
2024-04-17,8,6.041240306854248,83.9,0
2024-04-17,9,3.3316184234619137,79.9,0
2024-04-17,10,6.8659856986999515,82.98,0
2024-04-17,11,8.678217189788818,80.82,0
2024-04-17,12,14.02105453491211,77.71,0
2024-04-17,13,22.349595834732057,77.03,0
2024-04-17,14,29.56601558303833,80.0,0
2024-04-17,15,34.522775015830995,86.9,0
2024-04-17,16,31.81985580253601,114.97,0
2024-04-17,17,33.785688014030455,159.92,0
2024-04-17,18,26.78654782962799,169.9,0
2024-04-17,19,24.829853465080262,130.06,0
2024-04-17,20,27.39565818500519,99.04,0
2024-04-17,21,22.257592131614686,87.81,0
2024-04-17,22,4.46171713256836,91.83,0
2024-04-17,23,3.7655641365051267,87.42,0
2024-04-18,0,2.88191614151001,88.53,0
2024-04-18,1,2.429078887939453,87.76,0
2024-04-18,2,1.9339099845886232,89.61,0
2024-04-18,3,0.6536618156433106,93.47,0
2024-04-18,4,0.6170057845115662,121.88,0
2024-04-18,5,5.391105480194092,155.8,0
2024-04-18,6,13.47025827026367,131.19,0
2024-04-18,7,12.357283424377442,101.12,0
2024-04-18,8,36.52519470405579,90.21,0
2024-04-18,9,47.17117749023438,83.87,0
2024-04-18,10,50.0210666885376,80.64,0
2024-04-18,11,68.74003280639648,77.2,0
2024-04-18,12,94.17969715118409,73.01,0
2024-04-18,13,109.92221744155884,70.7,0
2024-04-18,14,125.70789252090455,70.88,0
2024-04-18,15,123.38662074279786,81.33,0
2024-04-18,16,128.30348151397706,94.03,0
2024-04-18,17,115.09319593048096,125.24,0
2024-04-18,18,101.8422020187378,128.83,0
2024-04-18,19,78.45587190628052,105.92,0
2024-04-18,20,57.17266223144531,89.89,0
2024-04-18,21,42.39146715545654,79.37,0
2024-04-18,22,71.89063161849975,77.21,0
2024-04-18,23,100.87717335891723,60.83,0
2024-04-19,0,133.821040268898,50.53,0
2024-04-19,1,146.42983352279663,49.47,0
2024-04-19,2,152.99766180610658,47.97,0
2024-04-19,3,142.65566640472412,49.08,0
2024-04-19,4,89.15772417068482,60.12,0
2024-04-19,5,115.75238626098634,69.04,0
2024-04-19,6,158.86154995536805,76.0,0
2024-04-19,7,142.5869276676178,68.3,0
2024-04-19,8,139.843935962677,60.2,0
2024-04-19,9,147.04834062194823,56.08,0
2024-04-19,10,168.2028084869385,50.91,0
2024-04-19,11,159.6945173034668,47.0,0
2024-04-19,12,77.25492914199829,44.94,0
2024-04-19,13,52.65098803710937,44.56,0
2024-04-19,14,125.20522509384156,50.91,0
2024-04-19,15,167.4935422668457,58.77,0
2024-04-19,16,167.2831299133301,63.49,0
2024-04-19,17,165.597900472641,65.32,0
2024-04-19,18,162.51620771026612,66.28,0
2024-04-19,19,148.40700398540497,66.2,0
2024-04-19,20,115.53170752716063,65.27,0
2024-04-19,21,94.60927425384521,63.15,0
2024-04-19,22,93.90188816070557,60.24,0
2024-04-19,23,86.33435771942139,57.97,0
2024-04-20,0,73.53655397415162,57.33,0
2024-04-20,1,58.48947910308838,57.75,0
2024-04-20,2,46.1735017118454,61.04,0
2024-04-20,3,42.4616978931427,62.83,0
2024-04-20,4,39.74222392272949,63.92,0
2024-04-20,5,29.63344845485687,67.98,0
2024-04-20,6,14.693142333984374,65.04,0
2024-04-20,7,6.275355411529541,59.9,0
2024-04-20,8,3.090722682952881,50.05,0
2024-04-20,9,1.1187110180854798,38.43,0
2024-04-20,10,10.643403156280518,28.97,0
2024-04-20,11,15.90595631790161,12.33,1
2024-04-20,12,22.483597924232484,10.55,1
2024-04-20,13,18.852555324554444,18.33,1
2024-04-20,14,24.881068636894227,37.41,0
2024-04-20,15,43.09314608860016,62.83,0
2024-04-20,16,74.5775760269165,78.9,0
2024-04-20,17,86.71372158050538,89.61,0
2024-04-20,18,64.54504934692382,97.04,0
2024-04-20,19,24.818423678398133,90.31,0
2024-04-20,20,6.334417350769042,86.07,0
2024-04-20,21,0.44460160589218134,82.9,0
2024-04-20,22,4.567617073059082,81.85,0
2024-04-20,23,12.082383728027343,70.59,0
2024-04-21,0,15.283413093566894,69.53,0
2024-04-21,1,21.125137378692628,64.4,0
2024-04-21,2,29.309756896018982,63.88,0
2024-04-21,3,34.86385638713836,63.62,0
2024-04-21,4,35.9403288230896,64.43,0
2024-04-21,5,31.070716455459593,60.53,0
2024-04-21,6,23.455768157958985,60.88,0
2024-04-21,7,14.81654609298706,55.38,0
2024-04-21,8,14.619684310913085,32.99,0
2024-04-21,9,14.94533050918579,36.96,0
2024-04-21,10,9.401161800384521,6.06,1
2024-04-21,11,7.1259772567749025,0.28,1
2024-04-21,12,9.643189235687256,-0.9,1
2024-04-21,13,12.190450366973877,0.75,1
2024-04-21,14,11.597781394958496,6.01,1
2024-04-21,15,20.16186170768738,58.22,0
2024-04-21,16,27.650597145080567,74.6,0
2024-04-21,17,17.154289652824403,89.36,0
2024-04-21,18,15.225623119354248,95.26,0
2024-04-21,19,15.208807033538818,91.07,0
2024-04-21,20,10.884086448669432,89.41,0
2024-04-21,21,3.8014365463256836,88.46,0
2024-04-21,22,0.9182211542129517,78.97,0
2024-04-21,23,0.9032651810646056,78.05,0
2024-04-22,0,5.119788803100587,78.44,0
2024-04-22,1,9.560555088043213,79.92,0
2024-04-22,2,9.794489067077638,79.79,0
2024-04-22,3,15.307922252655029,87.5,0
2024-04-22,4,27.074031283378602,105.9,0
2024-04-22,5,46.021797120094305,130.79,0
2024-04-22,6,60.285025634765624,117.46,0
2024-04-22,7,58.48277648162842,97.05,0
2024-04-22,8,50.830334884643555,81.86,0
2024-04-22,9,44.395290081024164,81.24,0
2024-04-22,10,44.71754396724701,77.05,0
2024-04-22,11,48.33976938629151,73.67,0
2024-04-22,12,41.74177687454224,74.17,0
2024-04-22,13,34.04854105567932,78.48,0
2024-04-22,14,31.67645011138916,81.57,0
2024-04-22,15,25.530894567489625,96.79,0
2024-04-22,16,20.15538685512543,118.2,0
2024-04-22,17,13.36488808822632,164.05,0
2024-04-22,18,5.311436073303223,170.96,0
2024-04-22,19,1.008944088935852,130.05,0
2024-04-22,20,0.0,105.77,0
2024-04-22,21,0.0,96.99,0
2024-04-22,22,0.7182374110221863,88.32,0
2024-04-22,23,4.331416980743408,86.69,0
2024-04-23,0,7.785579643249512,85.95,0
2024-04-23,1,11.769782661437988,85.42,0
2024-04-23,2,16.904573132514955,86.35,0
2024-04-23,3,14.300771083831789,97.69,0
2024-04-23,4,14.791150371551513,121.4,0
2024-04-23,5,16.994655658721925,181.26,0
2024-04-23,6,17.18036537361145,136.28,0
2024-04-23,7,19.38692217063904,98.38,0
2024-04-23,8,46.33201831054688,82.87,0
2024-04-23,9,78.55285680770874,77.26,0
2024-04-23,10,85.03112663269043,77.46,0
2024-04-23,11,121.50172615814209,79.38,0
2024-04-23,12,147.98431028938293,78.62,0
2024-04-23,13,158.95943732357026,80.02,0
2024-04-23,14,165.72245766735077,83.02,0
2024-04-23,15,164.4703036222458,89.97,0
2024-04-23,16,132.6956734428406,102.4,0
2024-04-23,17,46.100937984466555,123.01,0
2024-04-23,18,28.24647316932678,125.07,0
2024-04-23,19,34.92546108913422,105.1,0
2024-04-23,20,35.59725881481171,92.73,0
2024-04-23,21,30.165757501602172,81.55,0
2024-04-23,22,20.486765553474427,81.8,0
2024-04-23,23,22.086260845184327,77.97,0
2024-04-24,0,15.193931579589844,77.16,0
2024-04-24,1,5.33153148651123,74.86,0
2024-04-24,2,0.02415174722671509,77.37,0
2024-04-24,3,0.0,81.83,0
2024-04-24,4,3.433125045776367,101.66,0
2024-04-24,5,15.404626419067382,128.17,0
2024-04-24,6,19.827400614738465,107.07,0
2024-04-24,7,24.063990880966188,91.81,0
2024-04-24,8,19.925818373680116,90.74,0
2024-04-24,9,19.147687007904054,88.35,0
2024-04-24,10,25.01853006076813,82.6,0
2024-04-24,11,23.722842146873475,80.09,0
2024-04-24,12,23.042180110931398,76.53,0
2024-04-24,13,22.102080156326295,80.71,0
2024-04-24,14,17.3371966381073,81.12,0
2024-04-24,15,10.291294910430908,86.6,0
2024-04-24,16,7.7803787498474115,101.54,0
2024-04-24,17,10.792337459564209,135.2,0
2024-04-24,18,9.346583061218261,143.44,0
2024-04-24,19,9.991796173095704,121.16,0
2024-04-24,20,11.935900749206542,105.31,0
2024-04-24,21,10.821892261505127,90.21,0
2024-04-24,22,0.7230121192932129,83.5,0
2024-04-24,23,0.600959725856781,80.0,0
2024-04-25,0,0.0,77.37,0
2024-04-25,1,0.0,76.05,0
2024-04-25,2,0.0,75.24,0
2024-04-25,3,0.0,84.02,0
2024-04-25,4,0.0,102.44,0
2024-04-25,5,0.0,129.05,0
2024-04-25,6,0.5500932598114013,112.71,0
2024-04-25,7,0.5742452745437623,92.1,0
2024-04-25,8,0.7797150235176086,80.01,0
2024-04-25,9,1.1184483275413513,78.2,0
2024-04-25,10,7.200566974639893,73.92,0
2024-04-25,11,10.96722311782837,68.67,0
2024-04-25,12,11.013786026000977,66.41,0
2024-04-25,13,11.791293033599853,69.32,0
2024-04-25,14,12.551914501190184,72.81,0
2024-04-25,15,12.39220662689209,79.88,0
2024-04-25,16,6.119799808502197,95.17,0
2024-04-25,17,0.8551275401115418,141.09,0
2024-04-25,18,0.0,152.29,0
2024-04-25,19,0.8300550384521483,113.71,0
2024-04-25,20,18.866860796928407,91.35,0
2024-04-25,21,35.82344690036774,79.74,0
2024-04-25,22,49.80879444122314,79.87,0
2024-04-25,23,64.07772768402099,74.0,0
2024-04-26,0,63.76584139251709,74.7,0
2024-04-26,1,78.52453428268433,74.07,0
2024-04-26,2,79.36199523925781,77.1,0
2024-04-26,3,68.74388060760498,83.69,0
2024-04-26,4,59.051777137756346,93.5,0
2024-04-26,5,43.405603139877314,104.06,0
2024-04-26,6,27.112929036140443,96.06,0
2024-04-26,7,12.556490306854249,81.08,0
2024-04-26,8,6.456937271118163,77.81,0
2024-04-26,9,5.997924041748047,72.95,0
2024-04-26,10,16.24550609779358,70.35,0
2024-04-26,11,23.080901553153993,68.74,0
2024-04-26,12,31.400916280746458,65.37,0
2024-04-26,13,30.17193002414703,69.92,0
2024-04-26,14,22.55800097179413,71.7,0
2024-04-26,15,20.40977864456177,80.46,0
2024-04-26,16,14.268184810638429,94.78,0
2024-04-26,17,7.209632789611817,131.9,0
2024-04-26,18,1.8959021987915037,141.58,0
2024-04-26,19,0.902792498588562,110.0,0
2024-04-26,20,0.7722684688568116,92.71,0
2024-04-26,21,0.6351905508041382,88.26,0
2024-04-26,22,0.22763178920745847,90.29,0
2024-04-26,23,0.7596542401313782,88.9,0
2024-04-27,0,3.839282272338867,86.59,0
2024-04-27,1,5.279192985534668,89.03,0
2024-04-27,2,7.826055095672607,87.69,0
2024-04-27,3,7.883481456756592,85.68,0
2024-04-27,4,4.728172016143799,86.08,0
2024-04-27,5,2.719980285644531,79.04,0
2024-04-27,6,4.357868133544922,68.65,0
2024-04-27,7,3.7007470321655274,59.07,0
2024-04-27,8,5.440552780151367,36.02,0
2024-04-27,9,11.65385952758789,8.43,1
2024-04-27,10,11.157253875732422,0.03,1
2024-04-27,11,13.749558094024659,-0.06,1
2024-04-27,12,21.281913926124574,0.0,1
2024-04-27,13,36.08218492698669,0.0,1
2024-04-27,14,40.84979140949249,19.95,1
2024-04-27,15,35.55207973766326,62.18,0
2024-04-27,16,34.53142687797546,86.18,0
2024-04-27,17,35.975435583114624,119.9,0
2024-04-27,18,27.16564588737488,112.27,0
2024-04-27,19,32.13635038948059,85.0,0
2024-04-27,20,43.967827829360964,75.9,0
2024-04-27,21,60.58439810943604,65.23,0
2024-04-27,22,37.34464226818085,56.39,0
2024-04-27,23,45.627211944580075,46.14,0
2024-04-28,0,62.10783400726318,39.6,0
2024-04-28,1,92.26857553482056,31.55,0
2024-04-28,2,104.2357960395813,27.6,0
2024-04-28,3,102.86055982589721,26.05,0
2024-04-28,4,91.22442220687866,9.92,1
2024-04-28,5,88.18903175354004,0.1,1
2024-04-28,6,91.69357749938965,-0.07,1
2024-04-28,7,118.56685985183717,-1.02,1
2024-04-28,8,146.92110083198548,-16.63,1
2024-04-28,9,145.04111760234832,-36.72,1
2024-04-28,10,90.67010187149047,-60.05,1
2024-04-28,11,115.55846490097045,-60.09,1
2024-04-28,12,129.80118297958376,-65.06,1
2024-04-28,13,150.47249216651917,-52.43,1
2024-04-28,14,90.0149601173401,-23.45,1
2024-04-28,15,76.50393087387086,-0.02,1
2024-04-28,16,101.22631842041017,25.38,0
2024-04-28,17,127.01377609634399,69.36,0
2024-04-28,18,139.45978691196441,77.45,0
2024-04-28,19,147.68218065834046,78.56,0
2024-04-28,20,162.52235353088378,72.21,0
2024-04-28,21,165.41892241573333,66.94,0
2024-04-28,22,162.32490955924987,63.15,0
2024-04-28,23,134.17817976093292,60.05,0
2024-04-29,0,102.78297890853881,58.93,0
2024-04-29,1,74.77950096130371,62.46,0
2024-04-29,2,64.16398162078858,76.82,0
2024-04-29,3,63.97726734924317,85.18,0
2024-04-29,4,68.1172419204712,102.38,0
2024-04-29,5,62.81523138427735,117.95,0
2024-04-29,6,49.634977638244635,100.69,0
2024-04-29,7,38.7664918756485,75.17,0
2024-04-29,8,42.97813227939606,59.21,0
2024-04-29,9,48.7269416885376,36.46,0
2024-04-29,10,10.57471295928955,36.18,0
2024-04-29,11,22.57090811920166,35.59,0
2024-04-29,12,27.70173328113556,33.63,0
2024-04-29,13,16.667332102775575,35.57,0
2024-04-29,14,15.073212020874022,47.68,0
2024-04-29,15,12.125138912200928,85.75,0
2024-04-29,16,5.637407752990723,104.73,0
2024-04-29,17,3.8117375564575195,180.04,0
2024-04-29,18,8.49606744003296,204.57,0
2024-04-29,19,19.649241854667665,108.55,0
2024-04-29,20,50.55604646301269,87.29,0
2024-04-29,21,81.35365550994872,81.15,0
2024-04-29,22,99.73768043518066,73.76,0
2024-04-29,23,98.0706591796875,66.77,0
2024-04-30,0,100.33460187149048,70.41,0
2024-04-30,1,102.22005325698854,70.0,0
2024-04-30,2,101.58941443634033,70.0,0
2024-04-30,3,111.50152116394044,78.77,0
2024-04-30,4,106.90352167510987,94.95,0
2024-04-30,5,95.396465549469,101.95,0
2024-04-30,6,91.8040184211731,88.46,0
2024-04-30,7,91.1089599609375,77.0,0
2024-04-30,8,68.5163638458252,62.06,0
2024-04-30,9,53.36688217163086,47.1,0
2024-04-30,10,60.76694863128662,28.05,0
2024-04-30,11,70.24197292327881,11.3,1
2024-04-30,12,84.74310573577881,10.0,1
2024-04-30,13,94.58315208435059,19.14,1
2024-04-30,14,113.06087285614012,45.84,0
2024-04-30,15,111.37122976684572,66.95,0
2024-04-30,16,105.78565118408203,86.2,0
2024-04-30,17,98.63660190582276,122.01,0
2024-04-30,18,101.32168603134156,132.41,0
2024-04-30,19,94.42486753463744,88.37,0
2024-04-30,20,95.74183673858643,77.97,0
2024-04-30,21,93.71401165008545,75.69,0
2024-04-30,22,97.96521137237549,66.81,0
2024-04-30,23,91.38905393600464,55.09,0
2024-05-01,0,82.14445764541627,50.31,0
2024-05-01,1,76.05632778167724,43.99,0
2024-05-01,2,88.6819396018982,47.81,0
2024-05-01,3,100.95033080291748,44.69,0
2024-05-01,4,103.34089335250854,42.48,0
2024-05-01,5,100.00148030090332,28.08,0
2024-05-01,6,114.09101628112793,8.45,1
2024-05-01,7,98.88696287155152,0.01,1
2024-05-01,8,88.88744716644287,-0.97,1
2024-05-01,9,88.44746068954468,-40.05,1
2024-05-01,10,108.19591829681397,-91.9,1
2024-05-01,11,134.625524102211,-120.0,1
2024-05-01,12,158.6359566078186,-120.07,1
2024-05-01,13,164.72437829589845,-79.98,1
2024-05-01,14,165.279323135376,-30.01,1
2024-05-01,15,163.72026691532136,-1.14,1
2024-05-01,16,164.99267940616608,15.32,1
2024-05-01,17,168.07269451904298,50.4,0
2024-05-01,18,167.99669100952147,50.0,0
2024-05-01,19,168.20448881149292,34.01,0
2024-05-01,20,168.20560572052003,29.92,0
2024-05-01,21,167.9578402404785,22.0,1
2024-05-01,22,167.3214764099121,14.56,1
2024-05-01,23,166.18236991024017,10.94,1
2024-05-02,0,162.5581187925339,10.0,1
2024-05-02,1,160.5309559020996,7.8,1
2024-05-02,2,159.61382495498657,10.63,1
2024-05-02,3,159.15550607299804,32.06,0
2024-05-02,4,158.98849719142913,72.72,0
2024-05-02,5,159.87608457183836,78.28,0
2024-05-02,6,165.76345825767515,62.9,0
2024-05-02,7,152.19195133781432,31.45,0
2024-05-02,8,139.80178217983246,5.1,1
2024-05-02,9,140.57588320827483,-0.08,1
2024-05-02,10,154.13078945732116,-1.73,1
2024-05-02,11,164.0256136665344,-4.19,1
2024-05-02,12,166.97449649047851,-0.05,1
2024-05-02,13,167.00406646728516,-1.39,1
2024-05-02,14,167.0663285522461,4.04,1
2024-05-02,15,167.07517199707033,55.16,0
2024-05-02,16,167.21848187255858,81.22,0
2024-05-02,17,168.23839831352234,87.96,0
2024-05-02,18,167.24482855224608,85.14,0
2024-05-02,19,164.84241978263856,82.31,0
2024-05-02,20,162.44483841991425,78.21,0
2024-05-02,21,160.8541710577011,71.02,0
2024-05-02,22,162.60030491924286,61.9,0
2024-05-02,23,160.0244378528595,59.14,0
2024-05-03,0,160.1365516576767,57.95,0
2024-05-03,1,157.62476046180726,58.5,0
2024-05-03,2,151.94023168659209,59.14,0
2024-05-03,3,149.12958634471892,69.17,0
2024-05-03,4,145.38537742710113,83.76,0
2024-05-03,5,139.12541093444824,85.47,0
2024-05-03,6,134.66555486297608,92.31,0
2024-05-03,7,98.78470275878907,88.25,0
2024-05-03,8,83.18034553527832,77.95,0
2024-05-03,9,78.53350496292114,72.58,0
2024-05-03,10,53.727785614013676,64.11,0
2024-05-03,11,43.06647597026825,59.33,0
2024-05-03,12,38.2700643825531,60.05,0
2024-05-03,13,38.44712194347382,64.69,0
2024-05-03,14,31.9476537065506,72.29,0
2024-05-03,15,77.70047292709351,79.55,0
2024-05-03,16,91.79242424011231,88.89,0
2024-05-03,17,56.137637557983396,105.49,0
2024-05-03,18,36.562092098236086,119.94,0
2024-05-03,19,28.477998722076414,107.95,0
2024-05-03,20,24.261294533729554,93.46,0
2024-05-03,21,26.49380545806885,85.56,0
2024-05-03,22,22.843806435585023,90.8,0
2024-05-03,23,23.36567347240448,87.79,0
2024-05-04,0,23.361940552711488,86.26,0
2024-05-04,1,20.78815930080414,87.72,0
2024-05-04,2,22.687802006721498,90.64,0
2024-05-04,3,21.596652557373048,98.34,0
2024-05-04,4,17.571945001602174,94.19,0
2024-05-04,5,16.609946062088014,90.02,0
2024-05-04,6,14.899621479034423,78.48,0
2024-05-04,7,12.59932311630249,62.38,0
2024-05-04,8,13.823044715881348,41.17,0
2024-05-04,9,14.587886547088623,31.18,0
2024-05-04,10,10.751980487823486,24.93,1
2024-05-04,11,7.305745136260986,14.53,1
2024-05-04,12,2.924654983520508,13.34,1
2024-05-04,13,0.80665096950531,26.03,0
2024-05-04,14,0.0,63.62,0
2024-05-04,15,0.0,79.36,0
2024-05-04,16,0.0,98.01,0
2024-05-04,17,0.0,121.92,0
2024-05-04,18,0.8381853375434876,135.4,0
2024-05-04,19,5.541778861999512,113.56,0
2024-05-04,20,14.693248558044433,90.26,0
2024-05-04,21,26.235911776542665,83.6,0
2024-05-04,22,19.066140343666078,90.58,0
2024-05-04,23,27.736405660629273,84.82,0
2024-05-05,0,34.09939334392548,83.52,0
2024-05-05,1,42.13882417201996,80.49,0
2024-05-05,2,54.226656990051275,74.74,0
2024-05-05,3,57.513130577087395,71.13,0
2024-05-05,4,69.69760496520996,62.16,0
2024-05-05,5,82.99732109069824,55.08,0
2024-05-05,6,84.6706350517273,41.33,0
2024-05-05,7,64.24996474456788,26.12,0
2024-05-05,8,25.313996126174928,8.85,1
2024-05-05,9,7.2503819732666015,0.44,1
2024-05-05,10,0.4394860954284668,0.0,1
2024-05-05,11,9.01508228302002,-0.04,1
2024-05-05,12,14.980756233215333,-0.97,1
2024-05-05,13,5.803366504669189,-0.1,1
2024-05-05,14,12.643201824188232,0.0,1
2024-05-05,15,110.70347089004517,32.0,0
2024-05-05,16,167.27830508422852,86.5,0
2024-05-05,17,167.12510119628908,96.24,0
2024-05-05,18,163.74863442993166,111.92,0
2024-05-05,19,162.46693681812286,107.53,0
2024-05-05,20,161.45430854415895,98.74,0
2024-05-05,21,157.44783101177217,88.67,0
2024-05-05,22,125.56600110626222,82.86,0
2024-05-05,23,89.7424263381958,79.59,0
2024-05-06,0,63.98688121032715,80.41,0
2024-05-06,1,44.39533312511444,79.95,0
2024-05-06,2,39.141414510726925,81.69,0
2024-05-06,3,37.157116384506224,88.78,0
2024-05-06,4,28.58578112411499,107.09,0
2024-05-06,5,24.90542381000519,130.26,0
2024-05-06,6,19.463811804771424,101.35,0
2024-05-06,7,13.665007827758789,89.0,0
2024-05-06,8,11.871242980957032,81.11,0
2024-05-06,9,14.293053497314453,76.23,0
2024-05-06,10,12.87750350189209,76.26,0
2024-05-06,11,21.40096001815796,74.71,0
2024-05-06,12,24.33212273311615,74.89,0
2024-05-06,13,19.91532485675812,81.11,0
2024-05-06,14,16.82649188232422,81.62,0
2024-05-06,15,16.343334128379823,93.36,0
2024-05-06,16,15.648384859085082,108.37,0
2024-05-06,17,14.132156730651856,136.65,0
2024-05-06,18,13.785004245758056,143.99,0
2024-05-06,19,16.26124029350281,107.98,0
2024-05-06,20,14.883344684600829,94.58,0
2024-05-06,21,10.614199710845948,84.42,0
2024-05-06,22,11.148596614837647,81.73,0
2024-05-06,23,8.622400531768799,79.17,0
2024-05-07,0,7.568020511627196,77.23,0
2024-05-07,1,6.449975509643554,79.99,0
2024-05-07,2,4.40689326095581,80.08,0
2024-05-07,3,9.241368129730226,82.06,0
2024-05-07,4,17.628929783821107,98.84,0
2024-05-07,5,24.904821922302247,121.7,0
2024-05-07,6,24.0794697303772,112.66,0
2024-05-07,7,27.803002407073976,91.75,0
2024-05-07,8,26.93036859226227,85.21,0
2024-05-07,9,25.204598476409913,81.08,0
2024-05-07,10,21.40308790397644,74.73,0
2024-05-07,11,17.941260864257814,70.43,0
2024-05-07,12,14.589467651367189,65.53,0
2024-05-07,13,12.091723274230958,74.05,0
2024-05-07,14,10.169770500183105,83.12,0
2024-05-07,15,7.234125606536865,90.82,0
2024-05-07,16,5.387359039306641,105.86,0
2024-05-07,17,7.2141922531127936,133.85,0
2024-05-07,18,18.534564067840577,151.05,0
2024-05-07,19,35.56875501823425,122.04,0
2024-05-07,20,41.30351916503906,101.7,0
2024-05-07,21,37.82014172458649,88.22,0
2024-05-07,22,36.14431476688385,83.97,0
2024-05-07,23,26.204589297294618,80.84,0
2024-05-08,0,15.99372248840332,80.88,0
2024-05-08,1,10.509103260040282,82.47,0
2024-05-08,2,8.646975059509277,82.48,0
2024-05-08,3,11.287811416625976,89.59,0
2024-05-08,4,13.672161609649656,107.48,0
2024-05-08,5,9.418251617431642,118.96,0
2024-05-08,6,0.966971115589142,110.12,0
2024-05-08,7,0.07404877281188964,92.41,0
2024-05-08,8,0.31721407985687256,85.4,0
2024-05-08,9,0.0,79.48,0
2024-05-08,10,0.0,72.93,0
2024-05-08,11,0.0,68.79,0
2024-05-08,12,0.0,66.58,0
2024-05-08,13,0.0,66.95,0
2024-05-08,14,0.7623424043655396,75.72,0
2024-05-08,15,4.675238388061524,91.1,0
2024-05-08,16,13.350944137573242,106.5,0
2024-05-08,17,21.361423899650575,127.54,0
2024-05-08,18,25.990499665260316,134.42,0
2024-05-08,19,25.859598209381105,114.65,0
2024-05-08,20,30.58795115661621,96.54,0
2024-05-08,21,29.70925770664215,87.96,0
