Zeit;Zeitzone;50Hertz;Amprion;TenneT TSO;TransnetBW
2024-03-01 00:00;CET;878,160;N.E.;4410,150;N.E.
2024-03-01 01:00;CET;755,680;N.E.;4423,550;N.E.
2024-03-01 02:00;CET;801,290;N.E.;4740,530;N.E.
2024-03-01 03:00;CET;957,150;N.E.;4958,050;N.E.
2024-03-01 04:00;CET;959,620;N.E.;5021,580;N.E.
2024-03-01 05:00;CET;930,980;N.E.;5225,650;N.E.
2024-03-01 06:00;CET;857,340;N.E.;5305,850;N.E.
2024-03-01 07:00;CET;865,270;N.E.;5436,500;N.E.
2024-03-01 08:00;CET;868,510;N.E.;5193,030;N.E.
2024-03-01 09:00;CET;726,690;N.E.;4754,330;N.E.
2024-03-01 10:00;CET;656,120;N.E.;3251,600;N.E.
2024-03-01 11:00;CET;568,470;N.E.;2173,200;N.E.
2024-03-01 12:00;CET;524,210;N.E.;1534,130;N.E.
2024-03-01 13:00;CET;373,390;N.E.;1308,480;N.E.
2024-03-01 14:00;CET;259,700;N.E.;1318,230;N.E.
2024-03-01 15:00;CET;315,710;N.E.;2247,630;N.E.
2024-03-01 16:00;CET;210,620;N.E.;3645,230;N.E.
2024-03-01 17:00;CET;146,870;N.E.;4620,080;N.E.
2024-03-01 18:00;CET;122,620;N.E.;4835,700;N.E.
2024-03-01 19:00;CET;146,780;N.E.;4754,650;N.E.
2024-03-01 20:00;CET;96,630;N.E.;4456,400;N.E.
2024-03-01 21:00;CET;86,030;N.E.;4392,850;N.E.
2024-03-01 22:00;CET;123,580;N.E.;4953,700;N.E.
2024-03-01 23:00;CET;102,820;N.E.;5217,280;N.E.
2024-03-02 00:00;CET;82,180;N.E.;5240,030;N.E.
2024-03-02 01:00;CET;205,140;N.E.;4932,850;N.E.
2024-03-02 02:00;CET;212,700;N.E.;5007,900;N.E.
2024-03-02 03:00;CET;262,790;N.E.;5389,630;N.E.
2024-03-02 04:00;CET;334,300;N.E.;5563,380;N.E.
2024-03-02 05:00;CET;438,200;N.E.;5550,230;N.E.
2024-03-02 06:00;CET;576,250;N.E.;5260,650;N.E.
2024-03-02 07:00;CET;704,010;N.E.;4650,100;N.E.
2024-03-02 08:00;CET;825,730;N.E.;3585,930;N.E.
2024-03-02 09:00;CET;881,200;N.E.;2511,850;N.E.
2024-03-02 10:00;CET;880,460;N.E.;1920,000;N.E.
2024-03-02 11:00;CET;707,150;N.E.;1640,680;N.E.
2024-03-02 12:00;CET;514,640;N.E.;1253,980;N.E.
2024-03-02 13:00;CET;466,140;N.E.;785,280;N.E.
2024-03-02 14:00;CET;370,310;N.E.;762,050;N.E.
2024-03-02 15:00;CET;285,070;N.E.;962,350;N.E.
2024-03-02 16:00;CET;256,600;N.E.;1450,330;N.E.
2024-03-02 17:00;CET;330,660;N.E.;1953,530;N.E.
2024-03-02 18:00;CET;437,770;N.E.;2837,650;N.E.
2024-03-02 19:00;CET;657,650;N.E.;4167,500;N.E.
2024-03-02 20:00;CET;619,340;N.E.;5283,400;N.E.
2024-03-02 21:00;CET;523,620;N.E.;5806,150;N.E.
2024-03-02 22:00;CET;561,140;N.E.;5926,650;N.E.
2024-03-02 23:00;CET;572,190;N.E.;5891,580;N.E.
2024-03-03 00:00;CET;570,220;N.E.;5691,530;N.E.
2024-03-03 01:00;CET;596,200;N.E.;5571,780;N.E.
2024-03-03 02:00;CET;460,850;N.E.;5135,300;N.E.
2024-03-03 03:00;CET;341,490;N.E.;4687,300;N.E.
2024-03-03 04:00;CET;381,710;N.E.;4568,580;N.E.
2024-03-03 05:00;CET;321,590;N.E.;4955,130;N.E.
2024-03-03 06:00;CET;244,790;N.E.;5308,080;N.E.
2024-03-03 07:00;CET;300,380;N.E.;5378,700;N.E.
2024-03-03 08:00;CET;520,920;N.E.;4773,330;N.E.
2024-03-03 09:00;CET;470,350;N.E.;3722,250;N.E.
2024-03-03 10:00;CET;400,100;N.E.;3112,730;N.E.
2024-03-03 11:00;CET;340,270;N.E.;2905,530;N.E.
2024-03-03 12:00;CET;515,990;N.E.;2364,480;N.E.
2024-03-03 13:00;CET;792,760;N.E.;2379,200;N.E.
2024-03-03 14:00;CET;829,120;N.E.;2733,300;N.E.
2024-03-03 15:00;CET;790,630;N.E.;2756,200;N.E.
2024-03-03 16:00;CET;771,450;N.E.;3241,500;N.E.
2024-03-03 17:00;CET;836,010;N.E.;4110,930;N.E.
2024-03-03 18:00;CET;774,040;N.E.;4344,330;N.E.
2024-03-03 19:00;CET;742,030;N.E.;3848,300;N.E.
2024-03-03 20:00;CET;661,700;N.E.;3665,450;N.E.
2024-03-03 21:00;CET;595,970;N.E.;3662,880;N.E.
2024-03-03 22:00;CET;527,680;N.E.;3279,450;N.E.
2024-03-03 23:00;CET;477,560;N.E.;2491,100;N.E.
2024-03-04 00:00;CET;383,320;N.E.;1760,200;N.E.
2024-03-04 01:00;CET;412,880;N.E.;1114,450;N.E.
2024-03-04 02:00;CET;360,000;N.E.;822,330;N.E.
2024-03-04 03:00;CET;360,290;N.E.;780,750;N.E.
2024-03-04 04:00;CET;476,700;N.E.;667,380;N.E.
2024-03-04 05:00;CET;640,290;N.E.;655,350;N.E.
2024-03-04 06:00;CET;800,040;N.E.;725,050;N.E.
2024-03-04 07:00;CET;916,560;N.E.;624,830;N.E.
2024-03-04 08:00;CET;1079,180;N.E.;392,430;N.E.
2024-03-04 09:00;CET;1109,340;N.E.;374,180;N.E.
2024-03-04 10:00;CET;1157,450;N.E.;287,750;N.E.
2024-03-04 11:00;CET;1190,610;N.E.;319,950;N.E.
2024-03-04 12:00;CET;1227,810;N.E.;499,450;N.E.
2024-03-04 13:00;CET;1240,480;N.E.;573,650;N.E.
2024-03-04 14:00;CET;1237,550;N.E.;610,980;N.E.
2024-03-04 15:00;CET;1218,730;N.E.;700,050;N.E.
2024-03-04 16:00;CET;1240,530;N.E.;953,980;N.E.
2024-03-04 17:00;CET;1224,020;N.E.;1474,930;N.E.
2024-03-04 18:00;CET;1240,970;N.E.;1751,950;N.E.
2024-03-04 19:00;CET;1232,920;N.E.;1953,880;N.E.
2024-03-04 20:00;CET;1237,500;N.E.;2727,130;N.E.
2024-03-04 21:00;CET;1203,420;N.E.;3533,030;N.E.
2024-03-04 22:00;CET;1106,880;N.E.;4124,450;N.E.
2024-03-04 23:00;CET;1009,760;N.E.;4312,530;N.E.
2024-03-05 00:00;CET;952,270;N.E.;4225,550;N.E.
2024-03-05 01:00;CET;1049,770;N.E.;4580,850;N.E.
2024-03-05 02:00;CET;1034,630;N.E.;4738,700;N.E.
2024-03-05 03:00;CET;1094,850;N.E.;4557,080;N.E.
2024-03-05 04:00;CET;1176,270;N.E.;4054,850;N.E.
2024-03-05 05:00;CET;1221,330;N.E.;3927,180;N.E.
2024-03-05 06:00;CET;1152,280;N.E.;4056,500;N.E.
2024-03-05 07:00;CET;1008,630;N.E.;4105,030;N.E.
2024-03-05 08:00;CET;1084,320;N.E.;4441,130;N.E.
2024-03-05 09:00;CET;1051,560;N.E.;4643,350;N.E.
2024-03-05 10:00;CET;1091,540;N.E.;4794,650;N.E.
2024-03-05 11:00;CET;1039,750;N.E.;4877,530;N.E.
2024-03-05 12:00;CET;1024,670;N.E.;4967,080;N.E.
2024-03-05 13:00;CET;1095,650;N.E.;4945,850;N.E.
2024-03-05 14:00;CET;964,320;N.E.;4911,800;N.E.
2024-03-05 15:00;CET;997,260;N.E.;4943,950;N.E.
2024-03-05 16:00;CET;1211,540;N.E.;4996,100;N.E.
2024-03-05 17:00;CET;1205,880;N.E.;5068,230;N.E.
2024-03-05 18:00;CET;1198,620;N.E.;5496,980;N.E.
2024-03-05 19:00;CET;1095,000;N.E.;5583,650;N.E.
2024-03-05 20:00;CET;1157,500;N.E.;5467,880;N.E.
2024-03-05 21:00;CET;1109,460;N.E.;5247,480;N.E.
2024-03-05 22:00;CET;847,580;N.E.;5071,480;N.E.
2024-03-05 23:00;CET;587,900;N.E.;5069,300;N.E.
2024-03-06 00:00;CET;408,880;N.E.;4643,050;N.E.
2024-03-06 01:00;CET;258,740;N.E.;4007,850;N.E.
2024-03-06 02:00;CET;162,240;N.E.;3540,250;N.E.
2024-03-06 03:00;CET;87,950;N.E.;3238,680;N.E.
2024-03-06 04:00;CET;75,140;N.E.;3083,800;N.E.
2024-03-06 05:00;CET;84,130;N.E.;3235,900;N.E.
2024-03-06 06:00;CET;44,400;N.E.;3116,600;N.E.
2024-03-06 07:00;CET;19,700;N.E.;2891,650;N.E.
2024-03-06 08:00;CET;12,850;N.E.;2545,600;N.E.
2024-03-06 09:00;CET;23,780;N.E.;2541,750;N.E.
2024-03-06 10:00;CET;19,310;N.E.;2427,450;N.E.
2024-03-06 11:00;CET;100,880;N.E.;2179,600;N.E.
2024-03-06 12:00;CET;282,720;N.E.;1939,980;N.E.
2024-03-06 13:00;CET;362,710;N.E.;1692,950;N.E.
2024-03-06 14:00;CET;339,560;N.E.;1233,650;N.E.
2024-03-06 15:00;CET;373,470;N.E.;1163,480;N.E.
2024-03-06 16:00;CET;517,090;N.E.;1193,050;N.E.
2024-03-06 17:00;CET;715,020;N.E.;1238,580;N.E.
2024-03-06 18:00;CET;893,220;N.E.;1461,900;N.E.
2024-03-06 19:00;CET;1009,170;N.E.;1496,200;N.E.
2024-03-06 20:00;CET;963,130;N.E.;1693,000;N.E.
2024-03-06 21:00;CET;866,190;N.E.;1775,600;N.E.
2024-03-06 22:00;CET;789,860;N.E.;1913,730;N.E.
2024-03-06 23:00;CET;704,000;N.E.;1922,300;N.E.
2024-03-07 00:00;CET;665,570;N.E.;1873,600;N.E.
2024-03-07 01:00;CET;608,170;N.E.;1334,900;N.E.
2024-03-07 02:00;CET;654,820;N.E.;1012,900;N.E.
2024-03-07 03:00;CET;670,350;N.E.;913,930;N.E.
2024-03-07 04:00;CET;693,200;N.E.;833,850;N.E.
2024-03-07 05:00;CET;650,880;N.E.;1152,650;N.E.
2024-03-07 06:00;CET;550,350;N.E.;1576,780;N.E.
2024-03-07 07:00;CET;508,700;N.E.;1827,900;N.E.
2024-03-07 08:00;CET;468,780;N.E.;1978,000;N.E.
2024-03-07 09:00;CET;461,740;N.E.;2061,680;N.E.
2024-03-07 10:00;CET;376,520;N.E.;2142,280;N.E.
2024-03-07 11:00;CET;281,470;N.E.;2122,130;N.E.
2024-03-07 12:00;CET;188,230;N.E.;2044,130;N.E.
2024-03-07 13:00;CET;181,050;N.E.;1822,030;N.E.
2024-03-07 14:00;CET;205,260;N.E.;1702,580;N.E.
2024-03-07 15:00;CET;208,480;N.E.;1716,130;N.E.
2024-03-07 16:00;CET;187,110;N.E.;1956,780;N.E.
2024-03-07 17:00;CET;243,880;N.E.;2248,630;N.E.
2024-03-07 18:00;CET;276,870;N.E.;2885,680;N.E.
2024-03-07 19:00;CET;208,600;N.E.;3677,980;N.E.
2024-03-07 20:00;CET;131,870;N.E.;4388,900;N.E.
2024-03-07 21:00;CET;121,990;N.E.;4173,530;N.E.
2024-03-07 22:00;CET;108,380;N.E.;3903,630;N.E.
2024-03-07 23:00;CET;117,950;N.E.;3684,800;N.E.
2024-03-08 00:00;CET;90,420;N.E.;3637,880;N.E.
2024-03-08 01:00;CET;76,110;N.E.;3640,130;N.E.
2024-03-08 02:00;CET;57,230;N.E.;3732,150;N.E.
2024-03-08 03:00;CET;53,560;N.E.;3471,650;N.E.
2024-03-08 04:00;CET;49,860;N.E.;3348,950;N.E.
2024-03-08 05:00;CET;47,440;N.E.;3557,900;N.E.
2024-03-08 06:00;CET;43,650;N.E.;3811,030;N.E.
2024-03-08 07:00;CET;29,190;N.E.;4040,880;N.E.
2024-03-08 08:00;CET;13,860;N.E.;3972,080;N.E.
2024-03-08 09:00;CET;19,790;N.E.;4304,080;N.E.
2024-03-08 10:00;CET;24,430;N.E.;4764,780;N.E.
2024-03-08 11:00;CET;44,850;N.E.;4934,930;N.E.
2024-03-08 12:00;CET;45,060;N.E.;4974,780;N.E.
2024-03-08 13:00;CET;63,680;N.E.;4830,350;N.E.
2024-03-08 14:00;CET;96,030;N.E.;4781,980;N.E.
2024-03-08 15:00;CET;177,320;N.E.;5208,550;N.E.
2024-03-08 16:00;CET;264,930;N.E.;5422,430;N.E.
2024-03-08 17:00;CET;330,700;N.E.;5712,650;N.E.
2024-03-08 18:00;CET;388,550;N.E.;5848,000;N.E.
2024-03-08 19:00;CET;491,340;N.E.;5952,300;N.E.
2024-03-08 20:00;CET;542,550;N.E.;5932,900;N.E.
2024-03-08 21:00;CET;643,360;N.E.;5952,780;N.E.
2024-03-08 22:00;CET;682,980;N.E.;5985,400;N.E.
2024-03-08 23:00;CET;727,460;N.E.;5974,850;N.E.
2024-03-09 00:00;CET;734,400;N.E.;6014,600;N.E.
2024-03-09 01:00;CET;735,550;N.E.;5986,280;N.E.
2024-03-09 02:00;CET;800,740;N.E.;5915,300;N.E.
2024-03-09 03:00;CET;828,300;N.E.;5880,330;N.E.
2024-03-09 04:00;CET;983,240;N.E.;5935,550;N.E.
2024-03-09 05:00;CET;1120,350;N.E.;6002,300;N.E.
2024-03-09 06:00;CET;1186,100;N.E.;5954,730;N.E.
2024-03-09 07:00;CET;1213,670;N.E.;5821,080;N.E.
2024-03-09 08:00;CET;1232,780;N.E.;5720,800;N.E.
2024-03-09 09:00;CET;1228,430;N.E.;5790,000;N.E.
2024-03-09 10:00;CET;1223,560;N.E.;5732,100;N.E.
2024-03-09 11:00;CET;1221,830;N.E.;5465,950;N.E.
2024-03-09 12:00;CET;1215,320;N.E.;5221,000;N.E.
2024-03-09 13:00;CET;1212,660;N.E.;5283,500;N.E.
2024-03-09 14:00;CET;1230,910;N.E.;5419,430;N.E.
2024-03-09 15:00;CET;1236,120;N.E.;5642,280;N.E.
2024-03-09 16:00;CET;1242,430;N.E.;5780,050;N.E.
2024-03-09 17:00;CET;1245,000;N.E.;5842,450;N.E.
2024-03-09 18:00;CET;1239,180;N.E.;5646,100;N.E.
2024-03-09 19:00;CET;1251,030;N.E.;5683,450;N.E.
2024-03-09 20:00;CET;1248,870;N.E.;5794,330;N.E.
2024-03-09 21:00;CET;1248,640;N.E.;5756,980;N.E.
2024-03-09 22:00;CET;1251,110;N.E.;5854,730;N.E.
2024-03-09 23:00;CET;1248,490;N.E.;5910,300;N.E.
2024-03-10 00:00;CET;1247,390;N.E.;6105,430;N.E.
2024-03-10 01:00;CET;1240,890;N.E.;6128,100;N.E.
2024-03-10 02:00;CET;1239,010;N.E.;6120,380;N.E.
2024-03-10 03:00;CET;1238,430;N.E.;6121,500;N.E.
2024-03-10 04:00;CET;1244,480;N.E.;6134,750;N.E.
2024-03-10 05:00;CET;1241,550;N.E.;6126,350;N.E.
2024-03-10 06:00;CET;1246,160;N.E.;6086,330;N.E.
2024-03-10 07:00;CET;1247,460;N.E.;6124,950;N.E.
2024-03-10 08:00;CET;1250,790;N.E.;6080,330;N.E.
2024-03-10 09:00;CET;1247,350;N.E.;6019,380;N.E.
2024-03-10 10:00;CET;1250,080;N.E.;6010,430;N.E.
2024-03-10 11:00;CET;1249,170;N.E.;6014,350;N.E.
2024-03-10 12:00;CET;1249,460;N.E.;6026,650;N.E.
2024-03-10 13:00;CET;1249,720;N.E.;6012,900;N.E.
2024-03-10 14:00;CET;1247,610;N.E.;6065,980;N.E.
2024-03-10 15:00;CET;1249,620;N.E.;6129,930;N.E.
2024-03-10 16:00;CET;1245,640;N.E.;6157,500;N.E.
2024-03-10 17:00;CET;1242,360;N.E.;6184,580;N.E.
2024-03-10 18:00;CET;1245,040;N.E.;6204,000;N.E.
2024-03-10 19:00;CET;1250,200;N.E.;6249,250;N.E.
2024-03-10 20:00;CET;1246,490;N.E.;6247,330;N.E.
2024-03-10 21:00;CET;1248,840;N.E.;6203,300;N.E.
2024-03-10 22:00;CET;1245,300;N.E.;6163,580;N.E.
2024-03-10 23:00;CET;1244,480;N.E.;6165,750;N.E.
2024-03-11 00:00;CET;1245,380;N.E.;6048,780;N.E.
2024-03-11 01:00;CET;1239,570;N.E.;6053,330;N.E.
2024-03-11 02:00;CET;1241,150;N.E.;6046,750;N.E.
2024-03-11 03:00;CET;1237,720;N.E.;6055,050;N.E.
2024-03-11 04:00;CET;1233,800;N.E.;6082,250;N.E.
2024-03-11 05:00;CET;1237,280;N.E.;6055,780;N.E.
2024-03-11 06:00;CET;1239,380;N.E.;6031,730;N.E.
2024-03-11 07:00;CET;1242,490;N.E.;6001,400;N.E.
2024-03-11 08:00;CET;1242,240;N.E.;5943,980;N.E.
2024-03-11 09:00;CET;1238,260;N.E.;5919,850;N.E.
2024-03-11 10:00;CET;1232,480;N.E.;5754,230;N.E.
2024-03-11 11:00;CET;1237,720;N.E.;5477,250;N.E.
2024-03-11 12:00;CET;1235,210;N.E.;5093,350;N.E.
2024-03-11 13:00;CET;1184,120;N.E.;5030,780;N.E.
2024-03-11 14:00;CET;1143,260;N.E.;4997,480;N.E.
2024-03-11 15:00;CET;1093,750;N.E.;4756,330;N.E.
2024-03-11 16:00;CET;1024,690;N.E.;4552,500;N.E.
2024-03-11 17:00;CET;845,880;N.E.;4135,350;N.E.
2024-03-11 18:00;CET;724,860;N.E.;3951,200;N.E.
2024-03-11 19:00;CET;651,590;N.E.;3323,130;N.E.
2024-03-11 20:00;CET;548,440;N.E.;2833,230;N.E.
2024-03-11 21:00;CET;412,030;N.E.;2544,980;N.E.
2024-03-11 22:00;CET;286,270;N.E.;2320,350;N.E.
2024-03-11 23:00;CET;206,150;N.E.;1982,430;N.E.
2024-03-12 00:00;CET;172,300;N.E.;1513,100;N.E.
2024-03-12 01:00;CET;120,110;N.E.;1060,830;N.E.
2024-03-12 02:00;CET;92,910;N.E.;780,330;N.E.
2024-03-12 03:00;CET;59,350;N.E.;626,400;N.E.
2024-03-12 04:00;CET;54,380;N.E.;578,480;N.E.
2024-03-12 05:00;CET;80,230;N.E.;592,880;N.E.
2024-03-12 06:00;CET;72,620;N.E.;509,630;N.E.
2024-03-12 07:00;CET;69,740;N.E.;419,930;N.E.
2024-03-12 08:00;CET;41,460;N.E.;266,850;N.E.
2024-03-12 09:00;CET;33,900;N.E.;259,400;N.E.
2024-03-12 10:00;CET;19,450;N.E.;259,480;N.E.
2024-03-12 11:00;CET;14,100;N.E.;265,400;N.E.
2024-03-12 12:00;CET;13,270;N.E.;284,250;N.E.
2024-03-12 13:00;CET;9,850;N.E.;370,650;N.E.
2024-03-12 14:00;CET;10,350;N.E.;747,300;N.E.
2024-03-12 15:00;CET;13,240;N.E.;879,200;N.E.
2024-03-12 16:00;CET;15,230;N.E.;844,980;N.E.
2024-03-12 17:00;CET;18,660;N.E.;598,050;N.E.
2024-03-12 18:00;CET;20,110;N.E.;570,400;N.E.
2024-03-12 19:00;CET;16,220;N.E.;612,450;N.E.
2024-03-12 20:00;CET;6,710;N.E.;949,450;N.E.
2024-03-12 21:00;CET;2,510;N.E.;1414,580;N.E.
2024-03-12 22:00;CET;2,210;N.E.;1777,550;N.E.
2024-03-12 23:00;CET;2,340;N.E.;2073,300;N.E.
2024-03-13 00:00;CET;2,730;N.E.;2231,230;N.E.
2024-03-13 01:00;CET;1,440;N.E.;2209,730;N.E.
2024-03-13 02:00;CET;1,090;N.E.;2146,530;N.E.
2024-03-13 03:00;CET;1,040;N.E.;2477,550;N.E.
2024-03-13 04:00;CET;7,040;N.E.;2541,830;N.E.
2024-03-13 05:00;CET;23,150;N.E.;2634,550;N.E.
2024-03-13 06:00;CET;58,180;N.E.;2382,630;N.E.
2024-03-13 07:00;CET;64,650;N.E.;2623,950;N.E.
2024-03-13 08:00;CET;66,940;N.E.;2737,680;N.E.
2024-03-13 09:00;CET;92,210;N.E.;2643,780;N.E.
2024-03-13 10:00;CET;116,720;N.E.;2751,480;N.E.
2024-03-13 11:00;CET;67,660;N.E.;3174,900;N.E.
2024-03-13 12:00;CET;32,070;N.E.;3836,900;N.E.
2024-03-13 13:00;CET;26,990;N.E.;4431,080;N.E.
2024-03-13 14:00;CET;61,170;N.E.;4834,780;N.E.
2024-03-13 15:00;CET;93,500;N.E.;5240,100;N.E.
2024-03-13 16:00;CET;147,090;N.E.;5338,950;N.E.
2024-03-13 17:00;CET;246,180;N.E.;5639,300;N.E.
2024-03-13 18:00;CET;400,580;N.E.;5737,180;N.E.
2024-03-13 19:00;CET;572,770;N.E.;5666,830;N.E.
2024-03-13 20:00;CET;665,840;N.E.;5743,980;N.E.
2024-03-13 21:00;CET;604,060;N.E.;5685,550;N.E.
2024-03-13 22:00;CET;521,120;N.E.;5717,350;N.E.
2024-03-13 23:00;CET;456,240;N.E.;5715,330;N.E.
2024-03-14 00:00;CET;391,310;N.E.;5659,600;N.E.
2024-03-14 01:00;CET;450,680;N.E.;5689,180;N.E.
2024-03-14 02:00;CET;450,290;N.E.;5683,100;N.E.
2024-03-14 03:00;CET;425,770;N.E.;5568,080;N.E.
2024-03-14 04:00;CET;494,440;N.E.;5260,050;N.E.
2024-03-14 05:00;CET;582,900;N.E.;4926,930;N.E.
2024-03-14 06:00;CET;581,600;N.E.;5227,930;N.E.
2024-03-14 07:00;CET;613,360;N.E.;5276,480;N.E.
2024-03-14 08:00;CET;736,480;N.E.;5197,650;N.E.
2024-03-14 09:00;CET;851,360;N.E.;4669,380;N.E.
2024-03-14 10:00;CET;882,570;N.E.;4534,100;N.E.
2024-03-14 11:00;CET;893,960;N.E.;4669,280;N.E.
2024-03-14 12:00;CET;866,430;N.E.;4811,080;N.E.
2024-03-14 13:00;CET;811,790;N.E.;5011,680;N.E.
2024-03-14 14:00;CET;649,780;N.E.;5157,050;N.E.
2024-03-14 15:00;CET;556,960;N.E.;5287,300;N.E.
2024-03-14 16:00;CET;409,940;N.E.;5306,300;N.E.
2024-03-14 17:00;CET;507,350;N.E.;5394,730;N.E.
2024-03-14 18:00;CET;703,030;N.E.;5164,730;N.E.
2024-03-14 19:00;CET;881,460;N.E.;4800,150;N.E.
2024-03-14 20:00;CET;1098,460;N.E.;5036,350;N.E.
2024-03-14 21:00;CET;1173,290;N.E.;5525,280;N.E.
2024-03-14 22:00;CET;1185,290;N.E.;5549,500;N.E.
2024-03-14 23:00;CET;1179,040;N.E.;5731,080;N.E.
2024-03-15 00:00;CET;1142,510;N.E.;5802,200;N.E.
2024-03-15 01:00;CET;1055,390;N.E.;5805,100;N.E.
2024-03-15 02:00;CET;963,140;N.E.;5524,200;N.E.
2024-03-15 03:00;CET;1003,990;N.E.;5554,050;N.E.
2024-03-15 04:00;CET;952,830;N.E.;5773,800;N.E.
2024-03-15 05:00;CET;935,930;N.E.;5851,400;N.E.
2024-03-15 06:00;CET;981,730;N.E.;5845,580;N.E.
2024-03-15 07:00;CET;1032,200;N.E.;5770,480;N.E.
2024-03-15 08:00;CET;1007,530;N.E.;5768,950;N.E.
2024-03-15 09:00;CET;840,440;N.E.;5765,730;N.E.
2024-03-15 10:00;CET;697,110;N.E.;5706,450;N.E.
2024-03-15 11:00;CET;582,960;N.E.;5588,380;N.E.
2024-03-15 12:00;CET;521,630;N.E.;5499,780;N.E.
2024-03-15 13:00;CET;515,110;N.E.;5602,200;N.E.
2024-03-15 14:00;CET;550,540;N.E.;5722,500;N.E.
2024-03-15 15:00;CET;562,050;N.E.;5719,500;N.E.
2024-03-15 16:00;CET;644,160;N.E.;5747,280;N.E.
2024-03-15 17:00;CET;513,320;N.E.;5741,400;N.E.
2024-03-15 18:00;CET;427,160;N.E.;5736,950;N.E.
2024-03-15 19:00;CET;358,820;N.E.;5728,430;N.E.
2024-03-15 20:00;CET;514,050;N.E.;5687,180;N.E.
2024-03-15 21:00;CET;697,450;N.E.;5755,150;N.E.
2024-03-15 22:00;CET;891,200;N.E.;5481,050;N.E.
2024-03-15 23:00;CET;917,830;N.E.;5064,780;N.E.
2024-03-16 00:00;CET;906,040;N.E.;5247,780;N.E.
2024-03-16 01:00;CET;913,800;N.E.;5008,900;N.E.
2024-03-16 02:00;CET;953,540;N.E.;4742,900;N.E.
2024-03-16 03:00;CET;1095,890;N.E.;5153,980;N.E.
2024-03-16 04:00;CET;992,540;N.E.;5338,230;N.E.
2024-03-16 05:00;CET;1071,380;N.E.;5079,280;N.E.
2024-03-16 06:00;CET;1178,670;N.E.;4866,450;N.E.
2024-03-16 07:00;CET;1124,750;N.E.;4680,900;N.E.
2024-03-16 08:00;CET;1116,100;N.E.;4270,850;N.E.
2024-03-16 09:00;CET;1135,080;N.E.;4069,250;N.E.
2024-03-16 10:00;CET;1143,470;N.E.;3805,680;N.E.
2024-03-16 11:00;CET;1063,710;N.E.;3952,080;N.E.
2024-03-16 12:00;CET;1078,550;N.E.;3850,830;N.E.
2024-03-16 13:00;CET;1186,000;N.E.;3598,530;N.E.
2024-03-16 14:00;CET;1211,000;N.E.;3411,530;N.E.
2024-03-16 15:00;CET;1220,870;N.E.;3361,680;N.E.
2024-03-16 16:00;CET;1224,690;N.E.;3147,750;N.E.
2024-03-16 17:00;CET;1231,550;N.E.;2913,700;N.E.
2024-03-16 18:00;CET;1228,390;N.E.;2873,250;N.E.
2024-03-16 19:00;CET;1237,960;N.E.;2600,950;N.E.
2024-03-16 20:00;CET;1238,070;N.E.;2088,730;N.E.
2024-03-16 21:00;CET;1237,020;N.E.;1593,900;N.E.
2024-03-16 22:00;CET;1230,710;N.E.;1120,300;N.E.
2024-03-16 23:00;CET;1231,580;N.E.;692,280;N.E.
2024-03-17 00:00;CET;1236,210;N.E.;362,980;N.E.
2024-03-17 01:00;CET;1240,550;N.E.;116,330;N.E.
2024-03-17 02:00;CET;1240,920;N.E.;23,950;N.E.
2024-03-17 03:00;CET;1237,100;N.E.;2,830;N.E.
2024-03-17 04:00;CET;1220,510;N.E.;26,800;N.E.
2024-03-17 05:00;CET;1094,410;N.E.;97,880;N.E.
2024-03-17 06:00;CET;825,650;N.E.;263,630;N.E.
2024-03-17 07:00;CET;695,280;N.E.;753,150;N.E.
2024-03-17 08:00;CET;652,920;N.E.;1531,230;N.E.
2024-03-17 09:00;CET;486,290;N.E.;2059,580;N.E.
2024-03-17 10:00;CET;329,250;N.E.;2510,400;N.E.
2024-03-17 11:00;CET;206,450;N.E.;2959,580;N.E.
2024-03-17 12:00;CET;155,960;N.E.;3406,150;N.E.
2024-03-17 13:00;CET;110,920;N.E.;3705,680;N.E.
2024-03-17 14:00;CET;60,720;N.E.;3899,330;N.E.
2024-03-17 15:00;CET;55,650;N.E.;4183,580;N.E.
2024-03-17 16:00;CET;45,550;N.E.;4532,730;N.E.
2024-03-17 17:00;CET;36,720;N.E.;4854,000;N.E.
2024-03-17 18:00;CET;38,290;N.E.;5342,800;N.E.
2024-03-17 19:00;CET;38,320;N.E.;5505,150;N.E.
2024-03-17 20:00;CET;28,050;N.E.;5546,650;N.E.
2024-03-17 21:00;CET;19,160;N.E.;5681,280;N.E.
2024-03-17 22:00;CET;25,800;N.E.;5707,500;N.E.
2024-03-17 23:00;CET;78,170;N.E.;5685,730;N.E.
2024-03-18 00:00;CET;116,630;N.E.;5676,580;N.E.
2024-03-18 01:00;CET;127,060;N.E.;5651,300;N.E.
2024-03-18 02:00;CET;159,730;N.E.;5582,080;N.E.
2024-03-18 03:00;CET;180,990;N.E.;5498,400;N.E.
2024-03-18 04:00;CET;198,050;N.E.;5274,330;N.E.
2024-03-18 05:00;CET;191,280;N.E.;4937,930;N.E.
2024-03-18 06:00;CET;161,390;N.E.;4610,850;N.E.
2024-03-18 07:00;CET;110,290;N.E.;3798,450;N.E.
2024-03-18 08:00;CET;70,960;N.E.;3450,950;N.E.
2024-03-18 09:00;CET;48,380;N.E.;3081,200;N.E.
2024-03-18 10:00;CET;48,430;N.E.;2623,980;N.E.
2024-03-18 11:00;CET;59,870;N.E.;2240,550;N.E.
