Zeit;Zeitzone;50Hertz;Amprion;TenneT TSO;TransnetBW
2024-01-01 00:00;CET;668,210;N.E.;5014,650;N.E.
2024-01-01 01:00;CET;404,390;N.E.;4940,530;N.E.
2024-01-01 02:00;CET;359,070;N.E.;4829,200;N.E.
2024-01-01 03:00;CET;307,420;N.E.;4366,050;N.E.
2024-01-01 04:00;CET;328,390;N.E.;4110,150;N.E.
2024-01-01 05:00;CET;344,250;N.E.;4329,700;N.E.
2024-01-01 06:00;CET;394,580;N.E.;4010,280;N.E.
2024-01-01 07:00;CET;329,210;N.E.;3647,300;N.E.
2024-01-01 08:00;CET;164,250;N.E.;3694,780;N.E.
2024-01-01 09:00;CET;123,370;N.E.;3111,350;N.E.
2024-01-01 10:00;CET;131,190;N.E.;3337,430;N.E.
2024-01-01 11:00;CET;118,010;N.E.;3453,430;N.E.
2024-01-01 12:00;CET;112,580;N.E.;3183,530;N.E.
2024-01-01 13:00;CET;93,140;N.E.;3186,150;N.E.
2024-01-01 14:00;CET;81,940;N.E.;3220,250;N.E.
2024-01-01 15:00;CET;107,870;N.E.;3701,450;N.E.
2024-01-01 16:00;CET;112,510;N.E.;4117,300;N.E.
2024-01-01 17:00;CET;136,320;N.E.;4311,050;N.E.
2024-01-01 18:00;CET;84,460;N.E.;4403,280;N.E.
2024-01-01 19:00;CET;60,520;N.E.;4526,980;N.E.
2024-01-01 20:00;CET;83,680;N.E.;4554,900;N.E.
2024-01-01 21:00;CET;187,820;N.E.;4467,050;N.E.
2024-01-01 22:00;CET;240,550;N.E.;4319,880;N.E.
2024-01-01 23:00;CET;262,540;N.E.;3461,100;N.E.
2024-01-02 00:00;CET;230,120;N.E.;3390,630;N.E.
2024-01-02 01:00;CET;272,850;N.E.;3493,750;N.E.
2024-01-02 02:00;CET;267,570;N.E.;3428,250;N.E.
2024-01-02 03:00;CET;235,640;N.E.;3780,950;N.E.
2024-01-02 04:00;CET;164,610;N.E.;4610,950;N.E.
2024-01-02 05:00;CET;131,660;N.E.;4964,430;N.E.
2024-01-02 06:00;CET;64,690;N.E.;5113,800;N.E.
2024-01-02 07:00;CET;69,040;N.E.;5121,930;N.E.
2024-01-02 08:00;CET;43,640;N.E.;5131,450;N.E.
2024-01-02 09:00;CET;59,420;N.E.;5128,180;N.E.
2024-01-02 10:00;CET;156,240;N.E.;5031,750;N.E.
2024-01-02 11:00;CET;268,760;N.E.;4089,650;N.E.
2024-01-02 12:00;CET;389,700;N.E.;3416,400;N.E.
2024-01-02 13:00;CET;622,580;N.E.;2748,150;N.E.
2024-01-02 14:00;CET;967,310;N.E.;2333,400;N.E.
2024-01-02 15:00;CET;1197,220;N.E.;2057,300;N.E.
2024-01-02 16:00;CET;1240,550;N.E.;2490,780;N.E.
2024-01-02 17:00;CET;1266,690;N.E.;3790,350;N.E.
2024-01-02 18:00;CET;1271,820;N.E.;4759,850;N.E.
2024-01-02 19:00;CET;1276,630;N.E.;5125,350;N.E.
2024-01-02 20:00;CET;1270,130;N.E.;5164,200;N.E.
2024-01-02 21:00;CET;1264,270;N.E.;5110,080;N.E.
2024-01-02 22:00;CET;1263,720;N.E.;4792,300;N.E.
2024-01-02 23:00;CET;1263,750;N.E.;4397,080;N.E.
2024-01-03 00:00;CET;1265,100;N.E.;3848,380;N.E.
2024-01-03 01:00;CET;1269,050;N.E.;3385,700;N.E.
2024-01-03 02:00;CET;1267,130;N.E.;3306,650;N.E.
2024-01-03 03:00;CET;1256,020;N.E.;3224,980;N.E.
2024-01-03 04:00;CET;1255,620;N.E.;3366,100;N.E.
2024-01-03 05:00;CET;1241,100;N.E.;3716,980;N.E.
2024-01-03 06:00;CET;1266,070;N.E.;3902,150;N.E.
2024-01-03 07:00;CET;1269,660;N.E.;3856,480;N.E.
2024-01-03 08:00;CET;1258,150;N.E.;3892,150;N.E.
2024-01-03 09:00;CET;1262,790;N.E.;4010,600;N.E.
2024-01-03 10:00;CET;1254,150;N.E.;4000,430;N.E.
2024-01-03 11:00;CET;1243,990;N.E.;4066,200;N.E.
2024-01-03 12:00;CET;1230,940;N.E.;3865,200;N.E.
2024-01-03 13:00;CET;1202,520;N.E.;3351,850;N.E.
2024-01-03 14:00;CET;1179,760;N.E.;3134,250;N.E.
2024-01-03 15:00;CET;930,200;N.E.;2847,330;N.E.
2024-01-03 16:00;CET;925,140;N.E.;2636,550;N.E.
2024-01-03 17:00;CET;1168,970;N.E.;2477,600;N.E.
2024-01-03 18:00;CET;1192,510;N.E.;2162,930;N.E.
2024-01-03 19:00;CET;1206,930;N.E.;2047,380;N.E.
2024-01-03 20:00;CET;1222,690;N.E.;2020,600;N.E.
2024-01-03 21:00;CET;1227,820;N.E.;2176,450;N.E.
2024-01-03 22:00;CET;1218,040;N.E.;2310,500;N.E.
2024-01-03 23:00;CET;1215,990;N.E.;2665,230;N.E.
2024-01-04 00:00;CET;1217,410;N.E.;2879,450;N.E.
2024-01-04 01:00;CET;1220,040;N.E.;2944,150;N.E.
2024-01-04 02:00;CET;1219,030;N.E.;2966,130;N.E.
2024-01-04 03:00;CET;1215,650;N.E.;2832,230;N.E.
2024-01-04 04:00;CET;1212,600;N.E.;2734,150;N.E.
2024-01-04 05:00;CET;1256,010;N.E.;2588,930;N.E.
2024-01-04 06:00;CET;1257,760;N.E.;2390,450;N.E.
2024-01-04 07:00;CET;1259,370;N.E.;2125,100;N.E.
2024-01-04 08:00;CET;1258,720;N.E.;1949,200;N.E.
2024-01-04 09:00;CET;1261,140;N.E.;1623,200;N.E.
2024-01-04 10:00;CET;1257,880;N.E.;1231,200;N.E.
2024-01-04 11:00;CET;1263,630;N.E.;818,580;N.E.
2024-01-04 12:00;CET;1244,220;N.E.;580,400;N.E.
2024-01-04 13:00;CET;1250,070;N.E.;473,050;N.E.
2024-01-04 14:00;CET;1228,090;N.E.;432,650;N.E.
2024-01-04 15:00;CET;1137,110;N.E.;574,400;N.E.
2024-01-04 16:00;CET;1047,270;N.E.;677,550;N.E.
2024-01-04 17:00;CET;840,300;N.E.;785,330;N.E.
2024-01-04 18:00;CET;688,750;N.E.;824,930;N.E.
2024-01-04 19:00;CET;678,600;N.E.;1154,380;N.E.
2024-01-04 20:00;CET;410,800;N.E.;1721,950;N.E.
2024-01-04 21:00;CET;231,470;N.E.;2340,400;N.E.
2024-01-04 22:00;CET;210,550;N.E.;3051,080;N.E.
2024-01-04 23:00;CET;151,610;N.E.;3387,200;N.E.
2024-01-05 00:00;CET;90,060;N.E.;3971,480;N.E.
2024-01-05 01:00;CET;24,720;N.E.;4671,150;N.E.
2024-01-05 02:00;CET;10,540;N.E.;4933,300;N.E.
2024-01-05 03:00;CET;21,190;N.E.;5044,030;N.E.
2024-01-05 04:00;CET;17,810;N.E.;5077,930;N.E.
2024-01-05 05:00;CET;23,480;N.E.;5089,830;N.E.
2024-01-05 06:00;CET;58,460;N.E.;5096,200;N.E.
2024-01-05 07:00;CET;74,490;N.E.;5110,350;N.E.
2024-01-05 08:00;CET;137,500;N.E.;5114,680;N.E.
2024-01-05 09:00;CET;173,780;N.E.;5105,500;N.E.
2024-01-05 10:00;CET;209,130;N.E.;5107,600;N.E.
2024-01-05 11:00;CET;260,430;N.E.;5098,830;N.E.
2024-01-05 12:00;CET;306,520;N.E.;5091,800;N.E.
2024-01-05 13:00;CET;384,950;N.E.;5093,200;N.E.
2024-01-05 14:00;CET;517,540;N.E.;5086,850;N.E.
2024-01-05 15:00;CET;690,020;N.E.;5081,550;N.E.
2024-01-05 16:00;CET;769,030;N.E.;5075,530;N.E.
2024-01-05 17:00;CET;900,180;N.E.;5060,030;N.E.
2024-01-05 18:00;CET;1021,070;N.E.;5063,700;N.E.
2024-01-05 19:00;CET;1155,720;N.E.;5050,080;N.E.
2024-01-05 20:00;CET;1208,120;N.E.;5019,130;N.E.
2024-01-05 21:00;CET;1225,620;N.E.;5000,430;N.E.
2024-01-05 22:00;CET;1233,990;N.E.;4983,400;N.E.
2024-01-05 23:00;CET;1249,620;N.E.;4912,630;N.E.
2024-01-06 00:00;CET;1241,110;N.E.;4946,630;N.E.
2024-01-06 01:00;CET;1250,310;N.E.;4874,500;N.E.
2024-01-06 02:00;CET;1227,850;N.E.;4710,430;N.E.
2024-01-06 03:00;CET;1195,410;N.E.;4526,530;N.E.
2024-01-06 04:00;CET;1229,720;N.E.;4534,280;N.E.
2024-01-06 05:00;CET;1234,450;N.E.;4552,780;N.E.
2024-01-06 06:00;CET;1247,610;N.E.;4558,730;N.E.
2024-01-06 07:00;CET;1230,590;N.E.;4596,530;N.E.
2024-01-06 08:00;CET;1175,410;N.E.;4631,950;N.E.
2024-01-06 09:00;CET;1176,540;N.E.;4573,150;N.E.
2024-01-06 10:00;CET;1168,330;N.E.;4605,350;N.E.
2024-01-06 11:00;CET;1122,210;N.E.;4568,850;N.E.
2024-01-06 12:00;CET;1075,450;N.E.;4570,730;N.E.
2024-01-06 13:00;CET;1045,760;N.E.;4580,580;N.E.
2024-01-06 14:00;CET;1026,180;N.E.;4674,630;N.E.
2024-01-06 15:00;CET;1091,450;N.E.;4728,250;N.E.
2024-01-06 16:00;CET;1103,740;N.E.;4768,180;N.E.
2024-01-06 17:00;CET;1081,600;N.E.;4852,350;N.E.
2024-01-06 18:00;CET;1063,810;N.E.;4897,100;N.E.
2024-01-06 19:00;CET;1011,620;N.E.;4885,830;N.E.
2024-01-06 20:00;CET;951,220;N.E.;4830,080;N.E.
2024-01-06 21:00;CET;892,560;N.E.;4745,080;N.E.
2024-01-06 22:00;CET;929,360;N.E.;4504,180;N.E.
2024-01-06 23:00;CET;757,080;N.E.;4368,930;N.E.
2024-01-07 00:00;CET;601,490;N.E.;4167,480;N.E.
2024-01-07 01:00;CET;715,110;N.E.;4064,200;N.E.
2024-01-07 02:00;CET;927,820;N.E.;3860,150;N.E.
2024-01-07 03:00;CET;878,830;N.E.;3649,680;N.E.
2024-01-07 04:00;CET;809,850;N.E.;3630,200;N.E.
2024-01-07 05:00;CET;668,620;N.E.;3655,750;N.E.
2024-01-07 06:00;CET;648,100;N.E.;3542,130;N.E.
2024-01-07 07:00;CET;651,310;N.E.;3327,830;N.E.
2024-01-07 08:00;CET;808,990;N.E.;2981,800;N.E.
2024-01-07 09:00;CET;870,900;N.E.;2673,550;N.E.
2024-01-07 10:00;CET;987,300;N.E.;2225,680;N.E.
2024-01-07 11:00;CET;1105,860;N.E.;1853,830;N.E.
2024-01-07 12:00;CET;1098,320;N.E.;1513,030;N.E.
2024-01-07 13:00;CET;1172,990;N.E.;1372,600;N.E.
2024-01-07 14:00;CET;1244,540;N.E.;1498,200;N.E.
2024-01-07 15:00;CET;1241,020;N.E.;1723,200;N.E.
2024-01-07 16:00;CET;1220,940;N.E.;2118,430;N.E.
2024-01-07 17:00;CET;1138,460;N.E.;2577,000;N.E.
2024-01-07 18:00;CET;1022,960;N.E.;2984,200;N.E.
2024-01-07 19:00;CET;1195,520;N.E.;3369,050;N.E.
2024-01-07 20:00;CET;1233,270;N.E.;3769,950;N.E.
2024-01-07 21:00;CET;1223,690;N.E.;4028,250;N.E.
2024-01-07 22:00;CET;1228,590;N.E.;4200,680;N.E.
2024-01-07 23:00;CET;1213,760;N.E.;4363,300;N.E.
2024-01-08 00:00;CET;1214,810;N.E.;4427,480;N.E.
2024-01-08 01:00;CET;1222,980;N.E.;4321,400;N.E.
2024-01-08 02:00;CET;1230,870;N.E.;4413,150;N.E.
2024-01-08 03:00;CET;1205,880;N.E.;4522,750;N.E.
2024-01-08 04:00;CET;1172,640;N.E.;4424,780;N.E.
2024-01-08 05:00;CET;1148,920;N.E.;4371,200;N.E.
2024-01-08 06:00;CET;1131,200;N.E.;4352,080;N.E.
2024-01-08 07:00;CET;1135,920;N.E.;4274,800;N.E.
2024-01-08 08:00;CET;1146,740;N.E.;4206,980;N.E.
2024-01-08 09:00;CET;1066,010;N.E.;4397,180;N.E.
2024-01-08 10:00;CET;809,330;N.E.;4454,980;N.E.
2024-01-08 11:00;CET;612,360;N.E.;4745,130;N.E.
2024-01-08 12:00;CET;515,500;N.E.;4658,800;N.E.
2024-01-08 13:00;CET;390,750;N.E.;4544,830;N.E.
2024-01-08 14:00;CET;270,660;N.E.;4558,230;N.E.
2024-01-08 15:00;CET;151,710;N.E.;4592,350;N.E.
2024-01-08 16:00;CET;117,590;N.E.;4755,480;N.E.
2024-01-08 17:00;CET;126,820;N.E.;4829,400;N.E.
2024-01-08 18:00;CET;133,460;N.E.;4707,450;N.E.
2024-01-08 19:00;CET;102,480;N.E.;4480,650;N.E.
2024-01-08 20:00;CET;27,920;N.E.;4093,830;N.E.
2024-01-08 21:00;CET;22,550;N.E.;3679,250;N.E.
2024-01-08 22:00;CET;45,080;N.E.;3154,980;N.E.
2024-01-08 23:00;CET;33,780;N.E.;2674,530;N.E.
2024-01-09 00:00;CET;61,150;N.E.;2373,500;N.E.
2024-01-09 01:00;CET;91,190;N.E.;2319,300;N.E.
2024-01-09 02:00;CET;144,500;N.E.;2095,580;N.E.
2024-01-09 03:00;CET;172,250;N.E.;1776,630;N.E.
2024-01-09 04:00;CET;230,270;N.E.;1525,050;N.E.
2024-01-09 05:00;CET;190,220;N.E.;1360,230;N.E.
2024-01-09 06:00;CET;153,860;N.E.;1151,780;N.E.
2024-01-09 07:00;CET;131,350;N.E.;935,600;N.E.
2024-01-09 08:00;CET;87,410;N.E.;778,750;N.E.
2024-01-09 09:00;CET;64,790;N.E.;614,530;N.E.
2024-01-09 10:00;CET;67,500;N.E.;530,750;N.E.
2024-01-09 11:00;CET;132,870;N.E.;448,100;N.E.
2024-01-09 12:00;CET;185,420;N.E.;454,300;N.E.
2024-01-09 13:00;CET;200,950;N.E.;444,030;N.E.
2024-01-09 14:00;CET;142,820;N.E.;347,050;N.E.
2024-01-09 15:00;CET;120,230;N.E.;480,380;N.E.
2024-01-09 16:00;CET;83,090;N.E.;540,100;N.E.
2024-01-09 17:00;CET;93,630;N.E.;591,780;N.E.
2024-01-09 18:00;CET;105,520;N.E.;563,300;N.E.
2024-01-09 19:00;CET;117,950;N.E.;458,230;N.E.
2024-01-09 20:00;CET;114,700;N.E.;500,250;N.E.
2024-01-09 21:00;CET;120,150;N.E.;708,180;N.E.
2024-01-09 22:00;CET;93,540;N.E.;611,800;N.E.
2024-01-09 23:00;CET;115,370;N.E.;483,400;N.E.
2024-01-10 00:00;CET;141,970;N.E.;290,780;N.E.
2024-01-10 01:00;CET;135,790;N.E.;233,750;N.E.
2024-01-10 02:00;CET;153,840;N.E.;268,150;N.E.
2024-01-10 03:00;CET;149,000;N.E.;286,200;N.E.
2024-01-10 04:00;CET;154,940;N.E.;309,630;N.E.
2024-01-10 05:00;CET;174,720;N.E.;434,080;N.E.
2024-01-10 06:00;CET;158,130;N.E.;611,280;N.E.
2024-01-10 07:00;CET;167,340;N.E.;803,780;N.E.
2024-01-10 08:00;CET;157,010;N.E.;924,580;N.E.
2024-01-10 09:00;CET;175,450;N.E.;960,380;N.E.
2024-01-10 10:00;CET;162,580;N.E.;831,180;N.E.
2024-01-10 11:00;CET;207,820;N.E.;665,250;N.E.
2024-01-10 12:00;CET;264,230;N.E.;530,030;N.E.
2024-01-10 13:00;CET;311,400;N.E.;550,800;N.E.
2024-01-10 14:00;CET;333,940;N.E.;606,730;N.E.
2024-01-10 15:00;CET;362,300;N.E.;745,400;N.E.
2024-01-10 16:00;CET;392,980;N.E.;1010,800;N.E.
2024-01-10 17:00;CET;468,410;N.E.;1100,330;N.E.
2024-01-10 18:00;CET;467,800;N.E.;894,500;N.E.
2024-01-10 19:00;CET;461,570;N.E.;615,680;N.E.
2024-01-10 20:00;CET;517,410;N.E.;337,750;N.E.
2024-01-10 21:00;CET;506,350;N.E.;149,080;N.E.
2024-01-10 22:00;CET;493,900;N.E.;101,980;N.E.
2024-01-10 23:00;CET;479,780;N.E.;117,250;N.E.
2024-01-11 00:00;CET;565,220;N.E.;156,050;N.E.
2024-01-11 01:00;CET;780,790;N.E.;128,630;N.E.
2024-01-11 02:00;CET;945,410;N.E.;238,950;N.E.
2024-01-11 03:00;CET;998,970;N.E.;556,980;N.E.
2024-01-11 04:00;CET;1064,150;N.E.;931,150;N.E.
2024-01-11 05:00;CET;1047,160;N.E.;1432,350;N.E.
2024-01-11 06:00;CET;1055,940;N.E.;1592,130;N.E.
2024-01-11 07:00;CET;1125,330;N.E.;1799,900;N.E.
2024-01-11 08:00;CET;1093,110;N.E.;2126,400;N.E.
2024-01-11 09:00;CET;971,930;N.E.;2015,280;N.E.
2024-01-11 10:00;CET;949,970;N.E.;1738,280;N.E.
2024-01-11 11:00;CET;811,710;N.E.;1399,130;N.E.
2024-01-11 12:00;CET;631,690;N.E.;1235,730;N.E.
2024-01-11 13:00;CET;689,780;N.E.;1138,700;N.E.
2024-01-11 14:00;CET;602,570;N.E.;1308,480;N.E.
2024-01-11 15:00;CET;612,700;N.E.;1378,630;N.E.
2024-01-11 16:00;CET;570,900;N.E.;1273,900;N.E.
2024-01-11 17:00;CET;431,550;N.E.;1025,250;N.E.
2024-01-11 18:00;CET;305,130;N.E.;666,950;N.E.
2024-01-11 19:00;CET;286,900;N.E.;354,180;N.E.
2024-01-11 20:00;CET;210,720;N.E.;242,080;N.E.
2024-01-11 21:00;CET;201,590;N.E.;56,550;N.E.
2024-01-11 22:00;CET;140,070;N.E.;65,750;N.E.
2024-01-11 23:00;CET;67,060;N.E.;342,380;N.E.
2024-01-12 00:00;CET;12,570;N.E.;673,980;N.E.
2024-01-12 01:00;CET;0,000;N.E.;1081,730;N.E.
2024-01-12 02:00;CET;4,370;N.E.;1465,350;N.E.
2024-01-12 03:00;CET;95,810;N.E.;1636,900;N.E.
2024-01-12 04:00;CET;234,040;N.E.;2270,000;N.E.
2024-01-12 05:00;CET;318,350;N.E.;3036,430;N.E.
2024-01-12 06:00;CET;498,670;N.E.;3411,830;N.E.
2024-01-12 07:00;CET;467,450;N.E.;3949,580;N.E.
2024-01-12 08:00;CET;524,120;N.E.;4098,100;N.E.
2024-01-12 09:00;CET;604,200;N.E.;4437,200;N.E.
2024-01-12 10:00;CET;705,220;N.E.;4692,600;N.E.
2024-01-12 11:00;CET;830,680;N.E.;4712,900;N.E.
2024-01-12 12:00;CET;930,910;N.E.;4493,650;N.E.
2024-01-12 13:00;CET;957,860;N.E.;4520,300;N.E.
2024-01-12 14:00;CET;986,610;N.E.;4376,680;N.E.
2024-01-12 15:00;CET;934,430;N.E.;4335,500;N.E.
2024-01-12 16:00;CET;954,470;N.E.;4136,400;N.E.
2024-01-12 17:00;CET;698,340;N.E.;3883,550;N.E.
2024-01-12 18:00;CET;392,300;N.E.;3907,280;N.E.
2024-01-12 19:00;CET;318,750;N.E.;3734,480;N.E.
2024-01-12 20:00;CET;360,570;N.E.;3395,400;N.E.
2024-01-12 21:00;CET;370,450;N.E.;3483,730;N.E.
2024-01-12 22:00;CET;352,860;N.E.;3364,380;N.E.
2024-01-12 23:00;CET;270,330;N.E.;3763,000;N.E.
2024-01-13 00:00;CET;233,740;N.E.;3710,130;N.E.
2024-01-13 01:00;CET;405,490;N.E.;4197,200;N.E.
2024-01-13 02:00;CET;527,280;N.E.;4432,730;N.E.
2024-01-13 03:00;CET;651,330;N.E.;4906,400;N.E.
2024-01-13 04:00;CET;655,410;N.E.;5383,380;N.E.
2024-01-13 05:00;CET;841,980;N.E.;5571,430;N.E.
2024-01-13 06:00;CET;920,470;N.E.;5680,850;N.E.
2024-01-13 07:00;CET;1091,260;N.E.;5742,630;N.E.
2024-01-13 08:00;CET;1203,870;N.E.;5787,980;N.E.
2024-01-13 09:00;CET;1245,600;N.E.;5794,700;N.E.
2024-01-13 10:00;CET;1259,160;N.E.;5856,530;N.E.
2024-01-13 11:00;CET;1267,510;N.E.;5850,980;N.E.
2024-01-13 12:00;CET;1267,440;N.E.;5787,680;N.E.
2024-01-13 13:00;CET;1268,790;N.E.;5745,830;N.E.
2024-01-13 14:00;CET;1270,810;N.E.;5756,600;N.E.
2024-01-13 15:00;CET;1272,390;N.E.;5836,030;N.E.
2024-01-13 16:00;CET;1260,190;N.E.;5866,630;N.E.
2024-01-13 17:00;CET;1259,100;N.E.;5900,380;N.E.
2024-01-13 18:00;CET;1269,450;N.E.;5928,480;N.E.
2024-01-13 19:00;CET;1252,300;N.E.;5899,380;N.E.
2024-01-13 20:00;CET;1251,120;N.E.;5891,650;N.E.
2024-01-13 21:00;CET;1246,180;N.E.;5832,050;N.E.
2024-01-13 22:00;CET;1230,680;N.E.;5811,730;N.E.
2024-01-13 23:00;CET;1218,070;N.E.;5816,200;N.E.
2024-01-14 00:00;CET;1241,360;N.E.;5827,500;N.E.
2024-01-14 01:00;CET;1232,840;N.E.;5831,480;N.E.
2024-01-14 02:00;CET;1211,000;N.E.;5821,200;N.E.
2024-01-14 03:00;CET;1215,460;N.E.;5699,530;N.E.
2024-01-14 04:00;CET;1208,670;N.E.;5397,080;N.E.
2024-01-14 05:00;CET;1127,550;N.E.;4854,800;N.E.
2024-01-14 06:00;CET;1097,360;N.E.;4716,600;N.E.
2024-01-14 07:00;CET;1055,430;N.E.;4510,300;N.E.
2024-01-14 08:00;CET;952,090;N.E.;4472,480;N.E.
2024-01-14 09:00;CET;929,510;N.E.;4509,280;N.E.
2024-01-14 10:00;CET;1085,200;N.E.;4739,850;N.E.
2024-01-14 11:00;CET;1070,880;N.E.;4846,550;N.E.
2024-01-14 12:00;CET;1139,560;N.E.;5030,680;N.E.
2024-01-14 13:00;CET;1182,750;N.E.;5363,980;N.E.
2024-01-14 14:00;CET;1210,510;N.E.;5516,580;N.E.
2024-01-14 15:00;CET;1198,670;N.E.;5543,630;N.E.
2024-01-14 16:00;CET;1181,810;N.E.;5658,380;N.E.
2024-01-14 17:00;CET;1211,370;N.E.;5636,880;N.E.
2024-01-14 18:00;CET;1218,070;N.E.;5649,400;N.E.
2024-01-14 19:00;CET;1218,730;N.E.;5830,930;N.E.
2024-01-14 20:00;CET;1215,410;N.E.;5833,300;N.E.
2024-01-14 21:00;CET;1234,110;N.E.;5895,180;N.E.
2024-01-14 22:00;CET;1210,000;N.E.;5891,030;N.E.
2024-01-14 23:00;CET;1178,430;N.E.;5908,850;N.E.
2024-01-15 00:00;CET;1183,470;N.E.;5831,030;N.E.
2024-01-15 01:00;CET;1213,210;N.E.;5856,780;N.E.
2024-01-15 02:00;CET;1235,220;N.E.;5899,400;N.E.
2024-01-15 03:00;CET;1229,760;N.E.;5909,880;N.E.
2024-01-15 04:00;CET;1215,080;N.E.;5910,780;N.E.
2024-01-15 05:00;CET;1213,340;N.E.;5903,950;N.E.
2024-01-15 06:00;CET;1217,110;N.E.;5890,830;N.E.
2024-01-15 07:00;CET;1208,890;N.E.;5731,330;N.E.
2024-01-15 08:00;CET;1212,360;N.E.;5460,630;N.E.
2024-01-15 09:00;CET;1219,550;N.E.;4451,630;N.E.
2024-01-15 10:00;CET;1219,680;N.E.;3983,330;N.E.
2024-01-15 11:00;CET;1223,410;N.E.;3653,400;N.E.
2024-01-15 12:00;CET;1219,010;N.E.;2662,480;N.E.
2024-01-15 13:00;CET;1211,080;N.E.;3229,100;N.E.
2024-01-15 14:00;CET;1225,770;N.E.;3797,380;N.E.
2024-01-15 15:00;CET;1216,200;N.E.;4095,050;N.E.
2024-01-15 16:00;CET;1183,950;N.E.;4750,230;N.E.
2024-01-15 17:00;CET;1108,820;N.E.;5190,730;N.E.
2024-01-15 18:00;CET;1088,290;N.E.;4728,130;N.E.
2024-01-15 19:00;CET;976,100;N.E.;3820,600;N.E.
2024-01-15 20:00;CET;929,110;N.E.;3281,650;N.E.
2024-01-15 21:00;CET;725,460;N.E.;3739,780;N.E.
2024-01-15 22:00;CET;399,250;N.E.;3704,650;N.E.
2024-01-15 23:00;CET;196,670;N.E.;3566,630;N.E.
2024-01-16 00:00;CET;72,850;N.E.;3925,430;N.E.
2024-01-16 01:00;CET;26,960;N.E.;4017,700;N.E.
2024-01-16 02:00;CET;66,260;N.E.;4344,350;N.E.
2024-01-16 03:00;CET;91,210;N.E.;4586,530;N.E.
2024-01-16 04:00;CET;119,200;N.E.;4825,230;N.E.
2024-01-16 05:00;CET;112,930;N.E.;4643,930;N.E.
2024-01-16 06:00;CET;130,380;N.E.;4096,400;N.E.
2024-01-16 07:00;CET;46,050;N.E.;3151,980;N.E.
2024-01-16 08:00;CET;3,530;N.E.;2174,600;N.E.
2024-01-16 09:00;CET;0,020;N.E.;1360,500;N.E.
2024-01-16 10:00;CET;0,450;N.E.;1175,100;N.E.
2024-01-16 11:00;CET;1,920;N.E.;885,450;N.E.
2024-01-16 12:00;CET;2,680;N.E.;1831,430;N.E.
2024-01-16 13:00;CET;8,480;N.E.;1876,800;N.E.
2024-01-16 14:00;CET;37,580;N.E.;2354,150;N.E.
2024-01-16 15:00;CET;105,690;N.E.;3271,400;N.E.
2024-01-16 16:00;CET;153,130;N.E.;3328,630;N.E.
2024-01-16 17:00;CET;252,900;N.E.;3672,830;N.E.
2024-01-16 18:00;CET;392,220;N.E.;3898,780;N.E.
2024-01-16 19:00;CET;552,430;N.E.;3914,150;N.E.
2024-01-16 20:00;CET;575,620;N.E.;4316,680;N.E.
2024-01-16 21:00;CET;560,980;N.E.;5228,400;N.E.
2024-01-16 22:00;CET;666,820;N.E.;5448,030;N.E.
2024-01-16 23:00;CET;861,540;N.E.;5608,930;N.E.
2024-01-17 00:00;CET;1045,170;N.E.;5678,550;N.E.
2024-01-17 01:00;CET;1124,130;N.E.;5711,300;N.E.
2024-01-17 02:00;CET;1171,440;N.E.;5702,250;N.E.
2024-01-17 03:00;CET;1225,050;N.E.;5620,150;N.E.
2024-01-17 04:00;CET;1238,910;N.E.;5619,150;N.E.
2024-01-17 05:00;CET;1241,970;N.E.;5545,800;N.E.
2024-01-17 06:00;CET;1244,560;N.E.;5277,250;N.E.
2024-01-17 07:00;CET;1254,490;N.E.;4021,250;N.E.
2024-01-17 08:00;CET;1257,000;N.E.;3444,550;N.E.
2024-01-17 09:00;CET;1256,060;N.E.;2291,500;N.E.
2024-01-17 10:00;CET;1256,540;N.E.;1771,780;N.E.
2024-01-17 11:00;CET;1256,040;N.E.;1092,130;N.E.
2024-01-17 12:00;CET;1255,310;N.E.;1537,500;N.E.
2024-01-17 13:00;CET;1239,310;N.E.;1495,180;N.E.
2024-01-17 14:00;CET;1118,610;N.E.;1446,350;N.E.
2024-01-17 15:00;CET;843,780;N.E.;1580,350;N.E.
2024-01-17 16:00;CET;676,290;N.E.;1648,030;N.E.
2024-01-17 17:00;CET;537,630;N.E.;1708,500;N.E.
2024-01-17 18:00;CET;400,670;N.E.;1556,030;N.E.
2024-01-17 19:00;CET;330,340;N.E.;1177,800;N.E.
2024-01-17 20:00;CET;218,810;N.E.;1441,900;N.E.
2024-01-17 21:00;CET;194,130;N.E.;1399,250;N.E.
2024-01-17 22:00;CET;143,360;N.E.;1698,680;N.E.
2024-01-17 23:00;CET;173,300;N.E.;1597,350;N.E.
2024-01-18 00:00;CET;152,790;N.E.;1371,150;N.E.
2024-01-18 01:00;CET;98,830;N.E.;1776,150;N.E.
2024-01-18 02:00;CET;143,140;N.E.;2024,430;N.E.
2024-01-18 03:00;CET;241,780;N.E.;2147,150;N.E.
2024-01-18 04:00;CET;368,130;N.E.;2178,280;N.E.
2024-01-18 05:00;CET;370,230;N.E.;2166,450;N.E.
2024-01-18 06:00;CET;351,630;N.E.;2113,680;N.E.
2024-01-18 07:00;CET;421,980;N.E.;2095,780;N.E.
2024-01-18 08:00;CET;451,890;N.E.;3177,480;N.E.
2024-01-18 09:00;CET;544,170;N.E.;2907,130;N.E.
2024-01-18 10:00;CET;672,170;N.E.;2357,400;N.E.
