Date (GMT+2),DE (TenneT) Load decrease (current-induced)
,Energy (MWh)
2024-07-01T00:00+02:00,
2024-07-01T00:15+02:00,
2024-07-01T00:30+02:00,
2024-07-01T00:45+02:00,
2024-07-01T01:00+02:00,
2024-07-01T01:15+02:00,
2024-07-01T01:30+02:00,
2024-07-01T01:45+02:00,
2024-07-01T02:00+02:00,
2024-07-01T02:15+02:00,
2024-07-01T02:30+02:00,
2024-07-01T02:45+02:00,
2024-07-01T03:00+02:00,
2024-07-01T03:15+02:00,
2024-07-01T03:30+02:00,
2024-07-01T03:45+02:00,
2024-07-01T04:00+02:00,
2024-07-01T04:15+02:00,
2024-07-01T04:30+02:00,
2024-07-01T04:45+02:00,
2024-07-01T05:00+02:00,
2024-07-01T05:15+02:00,
2024-07-01T05:30+02:00,
2024-07-01T05:45+02:00,
2024-07-01T06:00+02:00,
2024-07-01T06:15+02:00,
2024-07-01T06:30+02:00,
2024-07-01T06:45+02:00,
2024-07-01T07:00+02:00,
2024-07-01T07:15+02:00,
2024-07-01T07:30+02:00,
2024-07-01T07:45+02:00,
2024-07-01T08:00+02:00,
2024-07-01T08:15+02:00,
2024-07-01T08:30+02:00,
2024-07-01T08:45+02:00,
2024-07-01T09:00+02:00,
2024-07-01T09:15+02:00,
2024-07-01T09:30+02:00,
2024-07-01T09:45+02:00,
2024-07-01T10:00+02:00,
2024-07-01T10:15+02:00,
2024-07-01T10:30+02:00,
2024-07-01T10:45+02:00,
2024-07-01T11:00+02:00,-150
2024-07-01T11:15+02:00,-150
2024-07-01T11:30+02:00,-150
2024-07-01T11:45+02:00,-150
2024-07-01T12:00+02:00,-150
2024-07-01T12:15+02:00,-150
2024-07-01T12:30+02:00,-150
2024-07-01T12:45+02:00,-150
2024-07-01T13:00+02:00,-150
2024-07-01T13:15+02:00,-150
2024-07-01T13:30+02:00,-150
2024-07-01T13:45+02:00,-150
2024-07-01T14:00+02:00,-150
2024-07-01T14:15+02:00,-150
2024-07-01T14:30+02:00,-150
2024-07-01T14:45+02:00,-160
2024-07-01T15:00+02:00,-160
2024-07-01T15:15+02:00,-160
2024-07-01T15:30+02:00,-160
2024-07-01T15:45+02:00,-160
2024-07-01T16:00+02:00,-160
2024-07-01T16:15+02:00,-160
2024-07-01T16:30+02:00,-160
2024-07-01T16:45+02:00,-160
2024-07-01T17:00+02:00,-10
2024-07-01T17:15+02:00,-10
2024-07-01T17:30+02:00,-10
2024-07-01T17:45+02:00,-10
2024-07-01T18:00+02:00,
2024-07-01T18:15+02:00,
2024-07-01T18:30+02:00,
2024-07-01T18:45+02:00,
2024-07-01T19:00+02:00,
2024-07-01T19:15+02:00,
2024-07-01T19:30+02:00,
2024-07-01T19:45+02:00,
2024-07-01T20:00+02:00,
2024-07-01T20:15+02:00,
2024-07-01T20:30+02:00,
2024-07-01T20:45+02:00,
2024-07-01T21:00+02:00,
2024-07-01T21:15+02:00,
2024-07-01T21:30+02:00,
2024-07-01T21:45+02:00,
2024-07-01T22:00+02:00,
2024-07-01T22:15+02:00,
2024-07-01T22:30+02:00,
2024-07-01T22:45+02:00,
2024-07-01T23:00+02:00,
2024-07-01T23:15+02:00,
2024-07-01T23:30+02:00,
2024-07-01T23:45+02:00,
2024-07-02T00:00+02:00,
2024-07-02T00:15+02:00,
2024-07-02T00:30+02:00,
2024-07-02T00:45+02:00,
2024-07-02T01:00+02:00,
2024-07-02T01:15+02:00,
2024-07-02T01:30+02:00,
2024-07-02T01:45+02:00,
2024-07-02T02:00+02:00,
2024-07-02T02:15+02:00,
2024-07-02T02:30+02:00,
2024-07-02T02:45+02:00,
2024-07-02T03:00+02:00,
2024-07-02T03:15+02:00,
2024-07-02T03:30+02:00,
2024-07-02T03:45+02:00,
2024-07-02T04:00+02:00,
2024-07-02T04:15+02:00,
2024-07-02T04:30+02:00,
2024-07-02T04:45+02:00,
2024-07-02T05:00+02:00,
2024-07-02T05:15+02:00,
2024-07-02T05:30+02:00,
2024-07-02T05:45+02:00,
2024-07-02T06:00+02:00,
2024-07-02T06:15+02:00,
2024-07-02T06:30+02:00,
2024-07-02T06:45+02:00,
2024-07-02T07:00+02:00,
2024-07-02T07:15+02:00,
2024-07-02T07:30+02:00,
2024-07-02T07:45+02:00,
2024-07-02T08:00+02:00,
2024-07-02T08:15+02:00,
2024-07-02T08:30+02:00,
2024-07-02T08:45+02:00,
2024-07-02T09:00+02:00,
2024-07-02T09:15+02:00,
2024-07-02T09:30+02:00,
2024-07-02T09:45+02:00,
2024-07-02T10:00+02:00,
2024-07-02T10:15+02:00,
2024-07-02T10:30+02:00,
2024-07-02T10:45+02:00,
2024-07-02T11:00+02:00,
2024-07-02T11:15+02:00,
2024-07-02T11:30+02:00,
2024-07-02T11:45+02:00,
2024-07-02T12:00+02:00,
2024-07-02T12:15+02:00,
2024-07-02T12:30+02:00,
2024-07-02T12:45+02:00,
2024-07-02T13:00+02:00,
2024-07-02T13:15+02:00,
2024-07-02T13:30+02:00,
2024-07-02T13:45+02:00,
2024-07-02T14:00+02:00,
2024-07-02T14:15+02:00,
2024-07-02T14:30+02:00,
2024-07-02T14:45+02:00,-39.5
2024-07-02T15:00+02:00,
2024-07-02T15:15+02:00,
2024-07-02T15:30+02:00,
2024-07-02T15:45+02:00,-25
2024-07-02T16:00+02:00,
2024-07-02T16:15+02:00,
2024-07-02T16:30+02:00,
2024-07-02T16:45+02:00,
2024-07-02T17:00+02:00,-52.5
2024-07-02T17:15+02:00,-26.5
2024-07-02T17:30+02:00,-2.25
2024-07-02T17:45+02:00,
2024-07-02T18:00+02:00,
2024-07-02T18:15+02:00,
2024-07-02T18:30+02:00,
2024-07-02T18:45+02:00,
2024-07-02T19:00+02:00,
2024-07-02T19:15+02:00,
2024-07-02T19:30+02:00,
2024-07-02T19:45+02:00,
2024-07-02T20:00+02:00,
2024-07-02T20:15+02:00,
2024-07-02T20:30+02:00,
2024-07-02T20:45+02:00,
2024-07-02T21:00+02:00,
2024-07-02T21:15+02:00,
2024-07-02T21:30+02:00,
2024-07-02T21:45+02:00,
2024-07-02T22:00+02:00,
2024-07-02T22:15+02:00,
2024-07-02T22:30+02:00,
2024-07-02T22:45+02:00,
2024-07-02T23:00+02:00,
2024-07-02T23:15+02:00,
2024-07-02T23:30+02:00,
2024-07-02T23:45+02:00,
2024-07-03T00:00+02:00,
2024-07-03T00:15+02:00,
2024-07-03T00:30+02:00,
2024-07-03T00:45+02:00,
2024-07-03T01:00+02:00,
2024-07-03T01:15+02:00,
2024-07-03T01:30+02:00,
2024-07-03T01:45+02:00,
2024-07-03T02:00+02:00,
2024-07-03T02:15+02:00,
2024-07-03T02:30+02:00,
2024-07-03T02:45+02:00,
2024-07-03T03:00+02:00,
2024-07-03T03:15+02:00,
2024-07-03T03:30+02:00,
2024-07-03T03:45+02:00,
2024-07-03T04:00+02:00,
2024-07-03T04:15+02:00,
2024-07-03T04:30+02:00,
2024-07-03T04:45+02:00,
2024-07-03T05:00+02:00,
2024-07-03T05:15+02:00,
2024-07-03T05:30+02:00,
2024-07-03T05:45+02:00,
2024-07-03T06:00+02:00,
2024-07-03T06:15+02:00,
2024-07-03T06:30+02:00,
2024-07-03T06:45+02:00,
2024-07-03T07:00+02:00,
2024-07-03T07:15+02:00,
2024-07-03T07:30+02:00,
2024-07-03T07:45+02:00,
