Date (GMT+2),DE (TenneT) Load decrease (current-induced),DE (TenneT) Load decrease (voltage-induced)
,Energy (MWh),Energy (MWh)
2024-10-01T13:00+02:00,-95,
2024-10-01T13:15+02:00,-20,
2024-10-01T13:30+02:00,-20,
2024-10-01T13:45+02:00,-20,
2024-10-01T14:00+02:00,-20,
2024-10-01T14:15+02:00,-20,
2024-10-01T14:30+02:00,-20,
2024-10-01T14:45+02:00,-20,
2024-10-01T15:00+02:00,-20,
2024-10-01T15:15+02:00,-20,
2024-10-01T15:30+02:00,-20,
2024-10-01T15:45+02:00,-20,
2024-10-01T16:00+02:00,-20,
2024-10-01T16:15+02:00,-20,
2024-10-01T16:30+02:00,-20.25,
2024-10-01T16:45+02:00,-20.25,
2024-10-01T17:00+02:00,-20.25,
2024-10-01T17:15+02:00,-146.5,
2024-10-01T17:30+02:00,-153.5,
2024-10-01T17:45+02:00,-160.5,
2024-10-01T18:00+02:00,-179.25,
2024-10-01T18:15+02:00,-198.75,
2024-10-01T18:30+02:00,-218.25,
2024-10-01T18:45+02:00,-237.5,
