Date (GMT+2),DE (TenneT) Load decrease (current-induced),DE (TenneT) Load decrease (voltage-induced)
,Energy (MWh),Energy (MWh)
2024-10-01T19:00+02:00,-257,
2024-10-01T19:15+02:00,-264,
2024-10-01T19:30+02:00,-265,
2024-10-01T19:45+02:00,-265,
2024-10-01T20:00+02:00,-265,
2024-10-01T20:15+02:00,-265,
2024-10-01T20:30+02:00,-265,
2024-10-01T20:45+02:00,-390,
2024-10-01T21:00+02:00,-390,
2024-10-01T21:15+02:00,-402.5,
2024-10-01T21:30+02:00,-477.5,
2024-10-01T21:45+02:00,-552.5,
2024-10-01T22:00+02:00,-552.5,
2024-10-01T22:15+02:00,-552.5,
2024-10-01T22:30+02:00,-552.5,
2024-10-01T22:45+02:00,-540,
2024-10-01T23:00+02:00,-546.25,
2024-10-01T23:15+02:00,-448.75,
2024-10-01T23:30+02:00,-436.25,
2024-10-01T23:45+02:00,-423.75,
2024-10-02T00:00+02:00,-115.25,
2024-10-02T00:15+02:00,-115.25,
2024-10-02T00:30+02:00,-115.25,
2024-10-02T00:45+02:00,-115.25,
2024-10-02T01:00+02:00,-52.5,
2024-10-02T01:15+02:00,-52.5,
2024-10-02T01:30+02:00,-52.5,
2024-10-02T01:45+02:00,-59.75,
2024-10-02T02:00+02:00,-101.75,
2024-10-02T02:15+02:00,-101.75,
2024-10-02T02:30+02:00,-101.75,
2024-10-02T02:45+02:00,-101.75,
2024-10-02T03:00+02:00,-118.25,
2024-10-02T03:15+02:00,-118.25,
2024-10-02T03:30+02:00,-118.25,
2024-10-02T03:45+02:00,-118.25,
2024-10-02T04:00+02:00,-84.75,
2024-10-02T04:15+02:00,-84.5,
2024-10-02T04:30+02:00,-114.5,
2024-10-02T04:45+02:00,-114.75,
2024-10-02T05:00+02:00,-179.25,
2024-10-02T05:15+02:00,-195.25,
2024-10-02T05:30+02:00,-201.5,
2024-10-02T05:45+02:00,-212.5,
2024-10-02T06:00+02:00,-267.5,
2024-10-02T06:15+02:00,-272,
2024-10-02T06:30+02:00,-291.75,
2024-10-02T06:45+02:00,-305.25,
2024-10-02T07:00+02:00,-325,
2024-10-02T07:15+02:00,-325,
2024-10-02T07:30+02:00,-325,
2024-10-02T07:45+02:00,-325,
2024-10-02T08:00+02:00,-319.25,
2024-10-02T08:15+02:00,-319.25,
2024-10-02T08:30+02:00,-319.25,
2024-10-02T08:45+02:00,-319.25,
2024-10-02T09:00+02:00,-266.75,
2024-10-02T09:15+02:00,-266.75,
2024-10-02T09:30+02:00,-266.75,
2024-10-02T09:45+02:00,-266,
2024-10-02T10:00+02:00,-236,
2024-10-02T10:15+02:00,-236,
2024-10-02T10:30+02:00,-236,
2024-10-02T10:45+02:00,-236,
2024-10-02T11:00+02:00,-223,
2024-10-02T11:15+02:00,-223,
2024-10-02T11:30+02:00,-216.25,
2024-10-02T11:45+02:00,-201.75,
2024-10-02T12:00+02:00,-197.5,
2024-10-02T12:15+02:00,-190.5,
2024-10-02T12:30+02:00,-180,
2024-10-02T12:45+02:00,-179.5,
2024-10-02T13:00+02:00,-171.75,
2024-10-02T13:15+02:00,-171.75,
2024-10-02T13:30+02:00,-171.75,
2024-10-02T13:45+02:00,-171.75,
2024-10-02T14:00+02:00,-175,
2024-10-02T14:15+02:00,-175,
2024-10-02T14:30+02:00,-175,
2024-10-02T14:45+02:00,-175,
2024-10-02T15:00+02:00,-172.5,
2024-10-02T15:15+02:00,-172.5,
2024-10-02T15:30+02:00,-177.75,
2024-10-02T15:45+02:00,-187.5,
2024-10-02T16:00+02:00,-184.75,
2024-10-02T16:15+02:00,-194.5,
2024-10-02T16:30+02:00,-201.5,
2024-10-02T16:45+02:00,-204.25,
2024-10-02T17:00+02:00,-215.75,
2024-10-02T17:15+02:00,-220.25,
2024-10-02T17:30+02:00,-224.75,
2024-10-02T17:45+02:00,-227.75,
2024-10-02T18:00+02:00,-221,
2024-10-02T18:15+02:00,-221,
2024-10-02T18:30+02:00,-221,
2024-10-02T18:45+02:00,-221,
2024-10-02T19:00+02:00,-219.5,
2024-10-02T19:15+02:00,-219.5,
2024-10-02T19:30+02:00,-217,
2024-10-02T19:45+02:00,-217,
2024-10-02T20:00+02:00,-176.5,
2024-10-02T20:15+02:00,-167.25,
2024-10-02T20:30+02:00,-162.75,
2024-10-02T20:45+02:00,-155.75,
2024-10-02T21:00+02:00,-116.25,
2024-10-02T21:15+02:00,-109.5,
2024-10-02T21:30+02:00,-97.25,
2024-10-02T21:45+02:00,-78.75,
2024-10-02T22:00+02:00,-46.25,
2024-10-02T22:15+02:00,-24.75,
2024-10-02T22:30+02:00,-6.5,
2024-10-02T22:45+02:00,,
2024-10-02T23:00+02:00,,
2024-10-02T23:15+02:00,,
2024-10-02T23:30+02:00,,
2024-10-02T23:45+02:00,,
2024-10-03T00:00+02:00,,
2024-10-03T00:15+02:00,,
2024-10-03T00:30+02:00,,
2024-10-03T00:45+02:00,,
2024-10-03T01:00+02:00,,
2024-10-03T01:15+02:00,,
2024-10-03T01:30+02:00,,
2024-10-03T01:45+02:00,,
2024-10-03T02:00+02:00,,
2024-10-03T02:15+02:00,,
2024-10-03T02:30+02:00,,
2024-10-03T02:45+02:00,,
2024-10-03T03:00+02:00,,
2024-10-03T03:15+02:00,,
2024-10-03T03:30+02:00,,
2024-10-03T03:45+02:00,,
2024-10-03T04:00+02:00,,
2024-10-03T04:15+02:00,,
2024-10-03T04:30+02:00,,
2024-10-03T04:45+02:00,,
2024-10-03T05:00+02:00,,
2024-10-03T05:15+02:00,,
2024-10-03T05:30+02:00,,
2024-10-03T05:45+02:00,,
2024-10-03T06:00+02:00,,
2024-10-03T06:15+02:00,,
2024-10-03T06:30+02:00,,
2024-10-03T06:45+02:00,,
2024-10-03T07:00+02:00,,
2024-10-03T07:15+02:00,,
2024-10-03T07:30+02:00,,
2024-10-03T07:45+02:00,,
2024-10-03T08:00+02:00,,
2024-10-03T08:15+02:00,,
2024-10-03T08:30+02:00,,
2024-10-03T08:45+02:00,,
2024-10-03T09:00+02:00,,
2024-10-03T09:15+02:00,,
2024-10-03T09:30+02:00,,
2024-10-03T09:45+02:00,,
2024-10-03T10:00+02:00,,
2024-10-03T10:15+02:00,,
2024-10-03T10:30+02:00,,
2024-10-03T10:45+02:00,,
2024-10-03T11:00+02:00,,
2024-10-03T11:15+02:00,,
2024-10-03T11:30+02:00,,
2024-10-03T11:45+02:00,,
2024-10-03T12:00+02:00,,
2024-10-03T12:15+02:00,,
2024-10-03T12:30+02:00,,
2024-10-03T12:45+02:00,,
2024-10-03T13:00+02:00,,
2024-10-03T13:15+02:00,,
2024-10-03T13:30+02:00,,
2024-10-03T13:45+02:00,,
2024-10-03T14:00+02:00,,
2024-10-03T14:15+02:00,,
2024-10-03T14:30+02:00,,
2024-10-03T14:45+02:00,,
2024-10-03T15:00+02:00,,
2024-10-03T15:15+02:00,,
2024-10-03T15:30+02:00,,
2024-10-03T15:45+02:00,,
2024-10-03T16:00+02:00,,
2024-10-03T16:15+02:00,,
2024-10-03T16:30+02:00,,
2024-10-03T16:45+02:00,,
2024-10-03T17:00+02:00,,
2024-10-03T17:15+02:00,,
2024-10-03T17:30+02:00,,
2024-10-03T17:45+02:00,,
2024-10-03T18:00+02:00,,
2024-10-03T18:15+02:00,,
2024-10-03T18:30+02:00,,
2024-10-03T18:45+02:00,,
2024-10-03T19:00+02:00,,
2024-10-03T19:15+02:00,,
2024-10-03T19:30+02:00,,
2024-10-03T19:45+02:00,,
2024-10-03T20:00+02:00,,
2024-10-03T20:15+02:00,,
2024-10-03T20:30+02:00,,
2024-10-03T20:45+02:00,,
2024-10-03T21:00+02:00,,
2024-10-03T21:15+02:00,,
2024-10-03T21:30+02:00,,
2024-10-03T21:45+02:00,,
2024-10-03T22:00+02:00,,
2024-10-03T22:15+02:00,,
2024-10-03T22:30+02:00,,
2024-10-03T22:45+02:00,,
2024-10-03T23:00+02:00,,
2024-10-03T23:15+02:00,,
2024-10-03T23:30+02:00,,
2024-10-03T23:45+02:00,,
2024-10-04T00:00+02:00,,
2024-10-04T00:15+02:00,,
2024-10-04T00:30+02:00,,
2024-10-04T00:45+02:00,,
2024-10-04T01:00+02:00,,
2024-10-04T01:15+02:00,,
2024-10-04T01:30+02:00,,
2024-10-04T01:45+02:00,,
2024-10-04T02:00+02:00,,
2024-10-04T02:15+02:00,,
2024-10-04T02:30+02:00,,
2024-10-04T02:45+02:00,,
2024-10-04T03:00+02:00,,
2024-10-04T03:15+02:00,,
2024-10-04T03:30+02:00,,
2024-10-04T03:45+02:00,,
2024-10-04T04:00+02:00,,
2024-10-04T04:15+02:00,,
2024-10-04T04:30+02:00,,
2024-10-04T04:45+02:00,,
2024-10-04T05:00+02:00,,
2024-10-04T05:15+02:00,,
2024-10-04T05:30+02:00,,
2024-10-04T05:45+02:00,,
2024-10-04T06:00+02:00,,
2024-10-04T06:15+02:00,,
2024-10-04T06:30+02:00,,
2024-10-04T06:45+02:00,,
2024-10-04T07:00+02:00,,
2024-10-04T07:15+02:00,,
2024-10-04T07:30+02:00,,
2024-10-04T07:45+02:00,,
2024-10-04T08:00+02:00,,
2024-10-04T08:15+02:00,,
2024-10-04T08:30+02:00,,
2024-10-04T08:45+02:00,,
2024-10-04T09:00+02:00,,
2024-10-04T09:15+02:00,,
2024-10-04T09:30+02:00,,
2024-10-04T09:45+02:00,,
2024-10-04T10:00+02:00,,
2024-10-04T10:15+02:00,,
2024-10-04T10:30+02:00,,
2024-10-04T10:45+02:00,,
2024-10-04T11:00+02:00,,
2024-10-04T11:15+02:00,,
2024-10-04T11:30+02:00,,
2024-10-04T11:45+02:00,,
2024-10-04T12:00+02:00,,
2024-10-04T12:15+02:00,,
2024-10-04T12:30+02:00,,
2024-10-04T12:45+02:00,,
2024-10-04T13:00+02:00,,
2024-10-04T13:15+02:00,,
2024-10-04T13:30+02:00,,
2024-10-04T13:45+02:00,,
2024-10-04T14:00+02:00,,
2024-10-04T14:15+02:00,,
2024-10-04T14:30+02:00,,
2024-10-04T14:45+02:00,,
2024-10-04T15:00+02:00,,
2024-10-04T15:15+02:00,,
2024-10-04T15:30+02:00,,
2024-10-04T15:45+02:00,,
2024-10-04T16:00+02:00,,
2024-10-04T16:15+02:00,,
2024-10-04T16:30+02:00,,
2024-10-04T16:45+02:00,,
2024-10-04T17:00+02:00,,
2024-10-04T17:15+02:00,,
2024-10-04T17:30+02:00,,
2024-10-04T17:45+02:00,,
2024-10-04T18:00+02:00,,
2024-10-04T18:15+02:00,,
2024-10-04T18:30+02:00,,
2024-10-04T18:45+02:00,,
2024-10-04T19:00+02:00,,
2024-10-04T19:15+02:00,,
2024-10-04T19:30+02:00,,
2024-10-04T19:45+02:00,,
2024-10-04T20:00+02:00,,
2024-10-04T20:15+02:00,,
2024-10-04T20:30+02:00,,
2024-10-04T20:45+02:00,,
2024-10-04T21:00+02:00,,
2024-10-04T21:15+02:00,,
2024-10-04T21:30+02:00,,
2024-10-04T21:45+02:00,,
2024-10-04T22:00+02:00,,
2024-10-04T22:15+02:00,,
2024-10-04T22:30+02:00,,
2024-10-04T22:45+02:00,,
2024-10-04T23:00+02:00,,
2024-10-04T23:15+02:00,,
2024-10-04T23:30+02:00,,
2024-10-04T23:45+02:00,,
2024-10-05T00:00+02:00,,
2024-10-05T00:15+02:00,,
2024-10-05T00:30+02:00,,
2024-10-05T00:45+02:00,,
2024-10-05T01:00+02:00,,
2024-10-05T01:15+02:00,,
2024-10-05T01:30+02:00,,
2024-10-05T01:45+02:00,,
2024-10-05T02:00+02:00,,
2024-10-05T02:15+02:00,,
2024-10-05T02:30+02:00,,
2024-10-05T02:45+02:00,,
2024-10-05T03:00+02:00,,
2024-10-05T03:15+02:00,,
2024-10-05T03:30+02:00,,
2024-10-05T03:45+02:00,,
2024-10-05T04:00+02:00,,
2024-10-05T04:15+02:00,,
2024-10-05T04:30+02:00,,
2024-10-05T04:45+02:00,,
2024-10-05T05:00+02:00,,
2024-10-05T05:15+02:00,,
2024-10-05T05:30+02:00,,
2024-10-05T05:45+02:00,,
2024-10-05T06:00+02:00,,
2024-10-05T06:15+02:00,,
2024-10-05T06:30+02:00,,
2024-10-05T06:45+02:00,,
2024-10-05T07:00+02:00,,
2024-10-05T07:15+02:00,,
2024-10-05T07:30+02:00,,
2024-10-05T07:45+02:00,,
2024-10-05T08:00+02:00,,
2024-10-05T08:15+02:00,,
2024-10-05T08:30+02:00,,
2024-10-05T08:45+02:00,,
2024-10-05T09:00+02:00,,
2024-10-05T09:15+02:00,,
2024-10-05T09:30+02:00,,
2024-10-05T09:45+02:00,,
2024-10-05T10:00+02:00,,
2024-10-05T10:15+02:00,,
2024-10-05T10:30+02:00,,
2024-10-05T10:45+02:00,,
2024-10-05T11:00+02:00,,
2024-10-05T11:15+02:00,,
2024-10-05T11:30+02:00,,
2024-10-05T11:45+02:00,,
2024-10-05T12:00+02:00,,
2024-10-05T12:15+02:00,,
2024-10-05T12:30+02:00,,
2024-10-05T12:45+02:00,,
2024-10-05T13:00+02:00,,
2024-10-05T13:15+02:00,,
2024-10-05T13:30+02:00,,
2024-10-05T13:45+02:00,,
2024-10-05T14:00+02:00,,
2024-10-05T14:15+02:00,,
2024-10-05T14:30+02:00,,
2024-10-05T14:45+02:00,,
2024-10-05T15:00+02:00,,
2024-10-05T15:15+02:00,,
2024-10-05T15:30+02:00,,
2024-10-05T15:45+02:00,,
2024-10-05T16:00+02:00,,
2024-10-05T16:15+02:00,,
2024-10-05T16:30+02:00,,
2024-10-05T16:45+02:00,,
2024-10-05T17:00+02:00,,
2024-10-05T17:15+02:00,,
2024-10-05T17:30+02:00,,
2024-10-05T17:45+02:00,,
2024-10-05T18:00+02:00,,
2024-10-05T18:15+02:00,,
2024-10-05T18:30+02:00,,
2024-10-05T18:45+02:00,,
2024-10-05T19:00+02:00,,
2024-10-05T19:15+02:00,,
2024-10-05T19:30+02:00,,
2024-10-05T19:45+02:00,,
2024-10-05T20:00+02:00,,
2024-10-05T20:15+02:00,,
2024-10-05T20:30+02:00,,
2024-10-05T20:45+02:00,,
2024-10-05T21:00+02:00,,
2024-10-05T21:15+02:00,,
2024-10-05T21:30+02:00,,
2024-10-05T21:45+02:00,,
2024-10-05T22:00+02:00,,
2024-10-05T22:15+02:00,,
2024-10-05T22:30+02:00,,
2024-10-05T22:45+02:00,,
2024-10-05T23:00+02:00,,-1
2024-10-05T23:15+02:00,,-1
2024-10-05T23:30+02:00,,-1
2024-10-05T23:45+02:00,,-1
2024-10-06T00:00+02:00,,-1
2024-10-06T00:15+02:00,,-1
2024-10-06T00:30+02:00,,-1
2024-10-06T00:45+02:00,,-1
2024-10-06T01:00+02:00,,-1
2024-10-06T01:15+02:00,,-1
2024-10-06T01:30+02:00,,-1
2024-10-06T01:45+02:00,,-1
2024-10-06T02:00+02:00,,-1
2024-10-06T02:15+02:00,,-1
2024-10-06T02:30+02:00,,-1
2024-10-06T02:45+02:00,,-1
2024-10-06T03:00+02:00,,-1
2024-10-06T03:15+02:00,,-1
2024-10-06T03:30+02:00,,-1
2024-10-06T03:45+02:00,,-1
2024-10-06T04:00+02:00,,-1
2024-10-06T04:15+02:00,,-1
2024-10-06T04:30+02:00,,-1
2024-10-06T04:45+02:00,,-1
2024-10-06T05:00+02:00,,-1
2024-10-06T05:15+02:00,,-1
2024-10-06T05:30+02:00,,-1
2024-10-06T05:45+02:00,,-1
2024-10-06T06:00+02:00,,-1
2024-10-06T06:15+02:00,,-1
2024-10-06T06:30+02:00,,-1
2024-10-06T06:45+02:00,,-1
2024-10-06T07:00+02:00,,
2024-10-06T07:15+02:00,,
2024-10-06T07:30+02:00,,
2024-10-06T07:45+02:00,,
2024-10-06T08:00+02:00,,
2024-10-06T08:15+02:00,,
2024-10-06T08:30+02:00,,
2024-10-06T08:45+02:00,,
2024-10-06T09:00+02:00,,
2024-10-06T09:15+02:00,,
2024-10-06T09:30+02:00,,
2024-10-06T09:45+02:00,,
2024-10-06T10:00+02:00,,
2024-10-06T10:15+02:00,,
2024-10-06T10:30+02:00,,
2024-10-06T10:45+02:00,,
2024-10-06T11:00+02:00,,
2024-10-06T11:15+02:00,,
2024-10-06T11:30+02:00,,
2024-10-06T11:45+02:00,,
2024-10-06T12:00+02:00,,
2024-10-06T12:15+02:00,,
2024-10-06T12:30+02:00,,
2024-10-06T12:45+02:00,,
2024-10-06T13:00+02:00,,
2024-10-06T13:15+02:00,,
2024-10-06T13:30+02:00,,
2024-10-06T13:45+02:00,,
2024-10-06T14:00+02:00,,
2024-10-06T14:15+02:00,,
2024-10-06T14:30+02:00,,
2024-10-06T14:45+02:00,,
2024-10-06T15:00+02:00,,
2024-10-06T15:15+02:00,,
2024-10-06T15:30+02:00,,
2024-10-06T15:45+02:00,,
2024-10-06T16:00+02:00,,
2024-10-06T16:15+02:00,,
2024-10-06T16:30+02:00,-18,
2024-10-06T16:45+02:00,-31,
2024-10-06T17:00+02:00,-40.25,
2024-10-06T17:15+02:00,-40.25,
2024-10-06T17:30+02:00,-74.75,
2024-10-06T17:45+02:00,-150.75,
2024-10-06T18:00+02:00,-160,
2024-10-06T18:15+02:00,-181,
2024-10-06T18:30+02:00,-198.25,
2024-10-06T18:45+02:00,-296.5,
2024-10-06T19:00+02:00,-103.75,
2024-10-06T19:15+02:00,-101.25,
2024-10-06T19:30+02:00,-101.25,
2024-10-06T19:45+02:00,-119,
2024-10-06T20:00+02:00,-149.75,
2024-10-06T20:15+02:00,-149.75,
2024-10-06T20:30+02:00,-160.5,
2024-10-06T20:45+02:00,-173,
2024-10-06T21:00+02:00,-148.75,
2024-10-06T21:15+02:00,-148.75,
2024-10-06T21:30+02:00,-148.75,
2024-10-06T21:45+02:00,-148.75,
2024-10-06T22:00+02:00,-142.5,
2024-10-06T22:15+02:00,-142.5,
2024-10-06T22:30+02:00,-142.5,
2024-10-06T22:45+02:00,-142.5,
2024-10-06T23:00+02:00,-130,
2024-10-06T23:15+02:00,-130,
2024-10-06T23:30+02:00,-130,
2024-10-06T23:45+02:00,-130,
2024-10-07T00:00+02:00,,
2024-10-07T00:15+02:00,,
2024-10-07T00:30+02:00,,
2024-10-07T00:45+02:00,,
2024-10-07T01:00+02:00,,
2024-10-07T01:15+02:00,,
2024-10-07T01:30+02:00,,
2024-10-07T01:45+02:00,,
2024-10-07T02:00+02:00,,
2024-10-07T02:15+02:00,,
2024-10-07T02:30+02:00,,
2024-10-07T02:45+02:00,,
2024-10-07T03:00+02:00,,
2024-10-07T03:15+02:00,,
2024-10-07T03:30+02:00,,
2024-10-07T03:45+02:00,,
2024-10-07T04:00+02:00,,
2024-10-07T04:15+02:00,,
2024-10-07T04:30+02:00,,
2024-10-07T04:45+02:00,,
2024-10-07T05:00+02:00,,
2024-10-07T05:15+02:00,,
2024-10-07T05:30+02:00,,
2024-10-07T05:45+02:00,,
2024-10-07T06:00+02:00,-16.75,
2024-10-07T06:15+02:00,-16.75,
2024-10-07T06:30+02:00,-16.75,
2024-10-07T06:45+02:00,-16.75,
2024-10-07T07:00+02:00,-44.5,
2024-10-07T07:15+02:00,-44.5,
2024-10-07T07:30+02:00,-44.5,
2024-10-07T07:45+02:00,-44.5,
2024-10-07T08:00+02:00,-44.25,
2024-10-07T08:15+02:00,-44.25,
2024-10-07T08:30+02:00,-44.25,
2024-10-07T08:45+02:00,-44.25,
2024-10-07T09:00+02:00,-51,
2024-10-07T09:15+02:00,-51,
2024-10-07T09:30+02:00,-51,
2024-10-07T09:45+02:00,-51,
2024-10-07T10:00+02:00,-20.5,
2024-10-07T10:15+02:00,-20.5,
2024-10-07T10:30+02:00,-45.5,
2024-10-07T10:45+02:00,-108,
2024-10-07T11:00+02:00,-172.5,
2024-10-07T11:15+02:00,-177.5,
2024-10-07T11:30+02:00,-177.5,
2024-10-07T11:45+02:00,-177.5,
2024-10-07T12:00+02:00,-100,
2024-10-07T12:15+02:00,-100,
2024-10-07T12:30+02:00,-100,
2024-10-07T12:45+02:00,-100,
2024-10-07T13:00+02:00,-100,
2024-10-07T13:15+02:00,-100,
2024-10-07T13:30+02:00,-100,
2024-10-07T13:45+02:00,-100,
2024-10-07T14:00+02:00,-100,
2024-10-07T14:15+02:00,-100,
2024-10-07T14:30+02:00,-100,
2024-10-07T14:45+02:00,-100,
2024-10-07T15:00+02:00,,
2024-10-07T15:15+02:00,,
2024-10-07T15:30+02:00,,
2024-10-07T15:45+02:00,,
2024-10-07T16:00+02:00,,
2024-10-07T16:15+02:00,,
2024-10-07T16:30+02:00,,
2024-10-07T16:45+02:00,,
2024-10-07T17:00+02:00,,
2024-10-07T17:15+02:00,,
2024-10-07T17:30+02:00,,
2024-10-07T17:45+02:00,,
2024-10-07T18:00+02:00,,
2024-10-07T18:15+02:00,,
2024-10-07T18:30+02:00,,
2024-10-07T18:45+02:00,,
2024-10-07T19:00+02:00,,
2024-10-07T19:15+02:00,,
2024-10-07T19:30+02:00,,
2024-10-07T19:45+02:00,,
2024-10-07T20:00+02:00,,
2024-10-07T20:15+02:00,,
2024-10-07T20:30+02:00,,
2024-10-07T20:45+02:00,,
2024-10-07T21:00+02:00,,
2024-10-07T21:15+02:00,,
2024-10-07T21:30+02:00,,
2024-10-07T21:45+02:00,,
2024-10-07T22:00+02:00,,
2024-10-07T22:15+02:00,,
2024-10-07T22:30+02:00,,
2024-10-07T22:45+02:00,,
2024-10-07T23:00+02:00,,
2024-10-07T23:15+02:00,,
2024-10-07T23:30+02:00,,
2024-10-07T23:45+02:00,,
2024-10-08T00:00+02:00,,
2024-10-08T00:15+02:00,,
2024-10-08T00:30+02:00,,
2024-10-08T00:45+02:00,,
2024-10-08T01:00+02:00,,
2024-10-08T01:15+02:00,,
2024-10-08T01:30+02:00,,
2024-10-08T01:45+02:00,,
2024-10-08T02:00+02:00,,
2024-10-08T02:15+02:00,,
2024-10-08T02:30+02:00,,
2024-10-08T02:45+02:00,,
2024-10-08T03:00+02:00,,
2024-10-08T03:15+02:00,,
2024-10-08T03:30+02:00,,
2024-10-08T03:45+02:00,,
2024-10-08T04:00+02:00,,
2024-10-08T04:15+02:00,,
2024-10-08T04:30+02:00,,
2024-10-08T04:45+02:00,,
2024-10-08T05:00+02:00,,
2024-10-08T05:15+02:00,,
2024-10-08T05:30+02:00,,
2024-10-08T05:45+02:00,,
2024-10-08T06:00+02:00,,
2024-10-08T06:15+02:00,,
2024-10-08T06:30+02:00,,
2024-10-08T06:45+02:00,,
2024-10-08T07:00+02:00,,
2024-10-08T07:15+02:00,,
2024-10-08T07:30+02:00,,
2024-10-08T07:45+02:00,,
2024-10-08T08:00+02:00,,
2024-10-08T08:15+02:00,,
2024-10-08T08:30+02:00,,
2024-10-08T08:45+02:00,,
2024-10-08T09:00+02:00,,
2024-10-08T09:15+02:00,,
2024-10-08T09:30+02:00,,
2024-10-08T09:45+02:00,,
2024-10-08T10:00+02:00,-75,
2024-10-08T10:15+02:00,-75,
2024-10-08T10:30+02:00,-75,
2024-10-08T10:45+02:00,-75,
2024-10-08T11:00+02:00,-158.25,
2024-10-08T11:15+02:00,-158.25,
2024-10-08T11:30+02:00,-158.25,
2024-10-08T11:45+02:00,-158.25,
2024-10-08T12:00+02:00,-75,
2024-10-08T12:15+02:00,-75,
2024-10-08T12:30+02:00,-75,
2024-10-08T12:45+02:00,-75,
2024-10-08T13:00+02:00,-75,
2024-10-08T13:15+02:00,-75,
2024-10-08T13:30+02:00,-75,
2024-10-08T13:45+02:00,-75,
2024-10-08T14:00+02:00,-75,
2024-10-08T14:15+02:00,-75,
2024-10-08T14:30+02:00,-75,
2024-10-08T14:45+02:00,-75,
2024-10-08T15:00+02:00,,
2024-10-08T15:15+02:00,,
2024-10-08T15:30+02:00,,
2024-10-08T15:45+02:00,,
2024-10-08T16:00+02:00,,
2024-10-08T16:15+02:00,,
2024-10-08T16:30+02:00,,
2024-10-08T16:45+02:00,,
2024-10-08T17:00+02:00,,
2024-10-08T17:15+02:00,,
2024-10-08T17:30+02:00,,
2024-10-08T17:45+02:00,,
2024-10-08T18:00+02:00,,
2024-10-08T18:15+02:00,,
2024-10-08T18:30+02:00,,
2024-10-08T18:45+02:00,,
2024-10-08T19:00+02:00,,
2024-10-08T19:15+02:00,,
2024-10-08T19:30+02:00,,
2024-10-08T19:45+02:00,,
2024-10-08T20:00+02:00,,
2024-10-08T20:15+02:00,,
2024-10-08T20:30+02:00,,
2024-10-08T20:45+02:00,,
2024-10-08T21:00+02:00,,
2024-10-08T21:15+02:00,,
2024-10-08T21:30+02:00,,
2024-10-08T21:45+02:00,,
2024-10-08T22:00+02:00,,
2024-10-08T22:15+02:00,,
2024-10-08T22:30+02:00,,
2024-10-08T22:45+02:00,,
2024-10-08T23:00+02:00,,
2024-10-08T23:15+02:00,,
2024-10-08T23:30+02:00,,
2024-10-08T23:45+02:00,,
2024-10-09T00:00+02:00,,
2024-10-09T00:15+02:00,,
2024-10-09T00:30+02:00,,
2024-10-09T00:45+02:00,,
2024-10-09T01:00+02:00,,
2024-10-09T01:15+02:00,,
2024-10-09T01:30+02:00,,
2024-10-09T01:45+02:00,,
2024-10-09T02:00+02:00,,
2024-10-09T02:15+02:00,,
2024-10-09T02:30+02:00,,
2024-10-09T02:45+02:00,,
2024-10-09T03:00+02:00,,
2024-10-09T03:15+02:00,,
2024-10-09T03:30+02:00,,
2024-10-09T03:45+02:00,,
2024-10-09T04:00+02:00,,
2024-10-09T04:15+02:00,,
2024-10-09T04:30+02:00,,
2024-10-09T04:45+02:00,,
2024-10-09T05:00+02:00,,
2024-10-09T05:15+02:00,,
2024-10-09T05:30+02:00,,
2024-10-09T05:45+02:00,,
2024-10-09T06:00+02:00,,
2024-10-09T06:15+02:00,,
2024-10-09T06:30+02:00,,
2024-10-09T06:45+02:00,,
2024-10-09T07:00+02:00,,
2024-10-09T07:15+02:00,,
2024-10-09T07:30+02:00,,
2024-10-09T07:45+02:00,,
2024-10-09T08:00+02:00,,
2024-10-09T08:15+02:00,,
2024-10-09T08:30+02:00,,
2024-10-09T08:45+02:00,,
2024-10-09T09:00+02:00,,
2024-10-09T09:15+02:00,,
2024-10-09T09:30+02:00,,
2024-10-09T09:45+02:00,,
2024-10-09T10:00+02:00,,
2024-10-09T10:15+02:00,,
2024-10-09T10:30+02:00,,
2024-10-09T10:45+02:00,,
2024-10-09T11:00+02:00,-75,
2024-10-09T11:15+02:00,-75,
2024-10-09T11:30+02:00,-75,
2024-10-09T11:45+02:00,-75,
2024-10-09T12:00+02:00,-75,
2024-10-09T12:15+02:00,-75,
2024-10-09T12:30+02:00,-75,
2024-10-09T12:45+02:00,-75,
2024-10-09T13:00+02:00,-75,
2024-10-09T13:15+02:00,-75,
2024-10-09T13:30+02:00,-75,
2024-10-09T13:45+02:00,-75,
2024-10-09T14:00+02:00,-75,
2024-10-09T14:15+02:00,-75,
2024-10-09T14:30+02:00,-75,
2024-10-09T14:45+02:00,-75,
2024-10-09T15:00+02:00,,
2024-10-09T15:15+02:00,,
2024-10-09T15:30+02:00,,
2024-10-09T15:45+02:00,,
2024-10-09T16:00+02:00,,
2024-10-09T16:15+02:00,,
2024-10-09T16:30+02:00,,
2024-10-09T16:45+02:00,,
2024-10-09T17:00+02:00,,
2024-10-09T17:15+02:00,,
2024-10-09T17:30+02:00,,
2024-10-09T17:45+02:00,,
2024-10-09T18:00+02:00,,
2024-10-09T18:15+02:00,,
2024-10-09T18:30+02:00,,
2024-10-09T18:45+02:00,,
2024-10-09T19:00+02:00,,
2024-10-09T19:15+02:00,,
2024-10-09T19:30+02:00,,
2024-10-09T19:45+02:00,,
2024-10-09T20:00+02:00,,
2024-10-09T20:15+02:00,,
2024-10-09T20:30+02:00,,
2024-10-09T20:45+02:00,,
