Date (GMT+2),DE (TenneT) Load decrease (current-induced)
,Energy (MWh)
2024-04-04T11:45+02:00,-3.75
2024-04-04T12:00+02:00,-20
2024-04-04T12:15+02:00,-20
2024-04-04T12:30+02:00,-20
2024-04-04T12:45+02:00,-20
2024-04-04T13:00+02:00,-17.5
2024-04-04T13:15+02:00,-18.75
2024-04-04T13:30+02:00,-20
2024-04-04T13:45+02:00,-20
2024-04-04T14:00+02:00,-14.75
2024-04-04T14:15+02:00,-18.5
2024-04-04T14:30+02:00,-18.5
2024-04-04T14:45+02:00,-18.5
2024-04-04T15:00+02:00,-12.25
2024-04-04T15:15+02:00,-12.25
2024-04-04T15:30+02:00,-26
2024-04-04T15:45+02:00,-26
2024-04-04T16:00+02:00,-10
2024-04-04T16:15+02:00,-20
2024-04-04T16:30+02:00,-20
2024-04-04T16:45+02:00,-20
2024-04-04T17:00+02:00,-35
2024-04-04T17:15+02:00,-35
2024-04-04T17:30+02:00,-35
2024-04-04T17:45+02:00,-20
2024-04-04T18:00+02:00,-20
2024-04-04T18:15+02:00,-10
2024-04-04T18:30+02:00,-10
2024-04-04T18:45+02:00,-10
2024-04-04T19:00+02:00,-10
2024-04-04T19:15+02:00,-10
2024-04-04T19:30+02:00,-10
2024-04-04T19:45+02:00,-10
2024-04-04T20:00+02:00,-10
2024-04-04T20:15+02:00,-10
2024-04-04T20:30+02:00,-10
2024-04-04T20:45+02:00,-10
2024-04-04T21:00+02:00,-10
2024-04-04T21:15+02:00,-10
2024-04-04T21:30+02:00,-10
2024-04-04T21:45+02:00,-10
2024-04-04T22:00+02:00,-10
2024-04-04T22:15+02:00,-10
2024-04-04T22:30+02:00,-10
2024-04-04T22:45+02:00,-10
2024-04-04T23:00+02:00,-10
2024-04-04T23:15+02:00,-10
2024-04-04T23:30+02:00,-10
2024-04-04T23:45+02:00,-10
2024-04-05T00:00+02:00,
2024-04-05T00:15+02:00,
2024-04-05T00:30+02:00,
2024-04-05T00:45+02:00,
2024-04-05T01:00+02:00,
2024-04-05T01:15+02:00,
2024-04-05T01:30+02:00,
2024-04-05T01:45+02:00,
2024-04-05T02:00+02:00,
2024-04-05T02:15+02:00,
2024-04-05T02:30+02:00,
2024-04-05T02:45+02:00,
2024-04-05T03:00+02:00,
2024-04-05T03:15+02:00,
2024-04-05T03:30+02:00,
2024-04-05T03:45+02:00,
2024-04-05T04:00+02:00,
2024-04-05T04:15+02:00,
2024-04-05T04:30+02:00,
2024-04-05T04:45+02:00,
2024-04-05T05:00+02:00,
2024-04-05T05:15+02:00,
2024-04-05T05:30+02:00,
2024-04-05T05:45+02:00,
2024-04-05T06:00+02:00,
2024-04-05T06:15+02:00,
2024-04-05T06:30+02:00,
2024-04-05T06:45+02:00,
2024-04-05T07:00+02:00,
2024-04-05T07:15+02:00,
2024-04-05T07:30+02:00,
2024-04-05T07:45+02:00,
2024-04-05T08:00+02:00,-3.75
2024-04-05T08:15+02:00,-3.75
2024-04-05T08:30+02:00,-3.75
2024-04-05T08:45+02:00,-3.75
2024-04-05T09:00+02:00,-5.25
2024-04-05T09:15+02:00,-5.25
2024-04-05T09:30+02:00,-5.25
2024-04-05T09:45+02:00,-5.25
2024-04-05T10:00+02:00,-35.75
2024-04-05T10:15+02:00,-35.75
2024-04-05T10:30+02:00,-35.75
2024-04-05T10:45+02:00,-35.75
2024-04-05T11:00+02:00,-34.75
2024-04-05T11:15+02:00,-34.75
2024-04-05T11:30+02:00,-34.75
2024-04-05T11:45+02:00,-34.75
2024-04-05T12:00+02:00,-41
2024-04-05T12:15+02:00,-41
2024-04-05T12:30+02:00,-41
2024-04-05T12:45+02:00,-41
2024-04-05T13:00+02:00,-70.75
2024-04-05T13:15+02:00,-80.75
2024-04-05T13:30+02:00,-80.75
2024-04-05T13:45+02:00,-80.75
2024-04-05T14:00+02:00,-109.25
2024-04-05T14:15+02:00,-116.75
2024-04-05T14:30+02:00,-116.75
2024-04-05T14:45+02:00,-132.5
2024-04-05T15:00+02:00,-218.25
2024-04-05T15:15+02:00,-218.25
2024-04-05T15:30+02:00,-279.25
2024-04-05T15:45+02:00,-354
2024-04-05T16:00+02:00,-482
2024-04-05T16:15+02:00,-561.5
2024-04-05T16:30+02:00,-579
2024-04-05T16:45+02:00,-674.25
2024-04-05T17:00+02:00,-718
2024-04-05T17:15+02:00,-743.25
2024-04-05T17:30+02:00,-783.5
2024-04-05T17:45+02:00,-822.25
2024-04-05T18:00+02:00,-996.5
2024-04-05T18:15+02:00,-996.5
2024-04-05T18:30+02:00,-1021.5
2024-04-05T18:45+02:00,-1114
2024-04-05T19:00+02:00,-1078
2024-04-05T19:15+02:00,-1070.5
2024-04-05T19:30+02:00,-1072.75
2024-04-05T19:45+02:00,-1055.25
2024-04-05T20:00+02:00,-1101.75
2024-04-05T20:15+02:00,-1101.75
2024-04-05T20:30+02:00,-1101.75
2024-04-05T20:45+02:00,-1101.75
2024-04-05T21:00+02:00,-1079
2024-04-05T21:15+02:00,-1066.5
2024-04-05T21:30+02:00,-1049.75
2024-04-05T21:45+02:00,-1049.75
2024-04-05T22:00+02:00,-1009.25
2024-04-05T22:15+02:00,-999.25
2024-04-05T22:30+02:00,-990.75
2024-04-05T22:45+02:00,-928.25
2024-04-05T23:00+02:00,-522.75
2024-04-05T23:15+02:00,-507.75
2024-04-05T23:30+02:00,-502.75
2024-04-05T23:45+02:00,-492.75
2024-04-06T00:00+02:00,-388.5
2024-04-06T00:15+02:00,-376
2024-04-06T00:30+02:00,-363.5
2024-04-06T00:45+02:00,-351
2024-04-06T01:00+02:00,-239.25
2024-04-06T01:15+02:00,-226.75
2024-04-06T01:30+02:00,-214.25
2024-04-06T01:45+02:00,-201.75
2024-04-06T02:00+02:00,-48
2024-04-06T02:15+02:00,-48
2024-04-06T02:30+02:00,-48
2024-04-06T02:45+02:00,-48
2024-04-06T03:00+02:00,
2024-04-06T03:15+02:00,
2024-04-06T03:30+02:00,
2024-04-06T03:45+02:00,
2024-04-06T04:00+02:00,
2024-04-06T04:15+02:00,
2024-04-06T04:30+02:00,
2024-04-06T04:45+02:00,
2024-04-06T05:00+02:00,
2024-04-06T05:15+02:00,
2024-04-06T05:30+02:00,
2024-04-06T05:45+02:00,
2024-04-06T06:00+02:00,
2024-04-06T06:15+02:00,
2024-04-06T06:30+02:00,
2024-04-06T06:45+02:00,
2024-04-06T07:00+02:00,
2024-04-06T07:15+02:00,
2024-04-06T07:30+02:00,
2024-04-06T07:45+02:00,
2024-04-06T08:00+02:00,
2024-04-06T08:15+02:00,
2024-04-06T08:30+02:00,
2024-04-06T08:45+02:00,
2024-04-06T09:00+02:00,
2024-04-06T09:15+02:00,
2024-04-06T09:30+02:00,
2024-04-06T09:45+02:00,
2024-04-06T10:00+02:00,-46
2024-04-06T10:15+02:00,-46
2024-04-06T10:30+02:00,-46
2024-04-06T10:45+02:00,-46
2024-04-06T11:00+02:00,-46
2024-04-06T11:15+02:00,-46
2024-04-06T11:30+02:00,-46
2024-04-06T11:45+02:00,-46
2024-04-06T12:00+02:00,-46
2024-04-06T12:15+02:00,-46
2024-04-06T12:30+02:00,-46
2024-04-06T12:45+02:00,-46
2024-04-06T13:00+02:00,
2024-04-06T13:15+02:00,
2024-04-06T13:30+02:00,
2024-04-06T13:45+02:00,
2024-04-06T14:00+02:00,
2024-04-06T14:15+02:00,-10
2024-04-06T14:30+02:00,-10
2024-04-06T14:45+02:00,-37.5
2024-04-06T15:00+02:00,-37.5
2024-04-06T15:15+02:00,-37.5
2024-04-06T15:30+02:00,-45
2024-04-06T15:45+02:00,-45
2024-04-06T16:00+02:00,-52.5
2024-04-06T16:15+02:00,-57.5
2024-04-06T16:30+02:00,-62.5
2024-04-06T16:45+02:00,-67.5
2024-04-06T17:00+02:00,-72.5
2024-04-06T17:15+02:00,-77.5
2024-04-06T17:30+02:00,-70
2024-04-06T17:45+02:00,-70
2024-04-06T18:00+02:00,-30.5
2024-04-06T18:15+02:00,-23
2024-04-06T18:30+02:00,-23
2024-04-06T18:45+02:00,-23
2024-04-06T19:00+02:00,-32.5
2024-04-06T19:15+02:00,-32.5
2024-04-06T19:30+02:00,-32.5
2024-04-06T19:45+02:00,-32.5
2024-04-06T20:00+02:00,-54.75
2024-04-06T20:15+02:00,-54.75
2024-04-06T20:30+02:00,-54.75
2024-04-06T20:45+02:00,-54.75
2024-04-06T21:00+02:00,-34
2024-04-06T21:15+02:00,-34
2024-04-06T21:30+02:00,-34
2024-04-06T21:45+02:00,-34
2024-04-06T22:00+02:00,-44.75
2024-04-06T22:15+02:00,-44.75
2024-04-06T22:30+02:00,-44.75
2024-04-06T22:45+02:00,-44.75
2024-04-06T23:00+02:00,-10
